Rank,Club,Country,Level,Elo,From,To
93,Kuban,RUS,1,1617.24121094,2013-12-28,2014-01-05
94,Rayo Vallecano,ESP,1,1616.5480957,2013-12-28,2014-01-05
95,Bordeaux,FRA,1,1616.18652344,2013-12-28,2014-01-05
96,Besiktas,TUR,1,1615.66015625,2013-12-28,2014-01-11
97,Torino,ITA,1,1613.49829102,2013-12-23,2014-01-06
98,M Tel Aviv,ISR,1,1613.32763672,2013-12-29,2014-01-06
99,Anderlecht,BEL,1,1602.66345215,2013-12-27,2014-01-01
100,Celtic,SCO,1,1602.43054199,2013-12-30,2014-01-01
None,Cagliari,ITA,1,1600.5814209,2013-12-30,2014-01-05
None,Verona,ITA,1,1600.19030762,2013-12-23,2014-01-06
None,Gijon,ESP,2,1598.65795898,2013-12-22,2014-01-05
None,Hull,ENG,1,1597.95166016,2013-12-29,2014-01-01
None,Mallorca,ESP,2,1597.84960938,2013-12-23,2014-01-04
None,Twente,NED,1,1596.05493164,2013-12-21,2014-01-17
None,FC Krasnodar,RUS,1,1594.39526367,2013-12-13,2014-02-20
None,Lorient,FRA,1,1593.88623047,2013-12-23,2014-01-12
None,Cardiff,ENG,1,1591.50549316,2013-12-29,2014-01-01
None,Zaragoza,ESP,2,1590.59472656,2013-12-23,2014-01-05
None,Trabzonspor,TUR,1,1588.96325684,2013-12-30,2014-01-25
None,QPR,ENG,2,1588.90136719,2013-12-30,2014-01-01
None,Austria Wien,AUT,1,1582.97351074,2013-12-19,2014-02-09
None,Toulouse,FRA,1,1581.63977051,2013-12-22,2014-01-11
None,Leicester,ENG,2,1581.59338379,2013-12-30,2014-01-01
None,Genoa,ITA,1,1578.56298828,2013-12-23,2014-01-06
None,Lautern,GER,2,1577.33837891,2013-12-24,2014-02-08
None,Vitesse,NED,1,1576.7755127,2013-12-22,2014-01-18
None,Bologna,ITA,1,1576.2088623,2013-12-23,2014-01-06
None,PAOK,GRE,1,1575.78173828,2013-12-23,2014-01-05
None,Fuerth,GER,2,1575.23449707,2013-12-23,2014-02-08
None,Feyenoord,NED,1,1574.40686035,2013-12-22,2014-01-19
None,Reims,FRA,1,1573.9263916,2013-12-22,2014-01-12
None,Slovan Liberec,CZE,1,1573.53173828,2013-12-13,2014-02-20
None,Derby,ENG,2,1572.49609375,2013-12-30,2014-01-01
None,Burnley,ENG,2,1570.05871582,2013-12-30,2014-01-01
None,Numancia,ESP,2,1568.32678223,2013-12-22,2014-01-04
None,Nice,FRA,1,1566.89001465,2013-12-22,2014-01-11
None,PSV,NED,1,1565.26135254,2013-12-23,2014-01-19
None,Chievo,ITA,1,1564.05871582,2013-12-23,2014-01-05
None,Amkar Perm,RUS,1,1563.9987793,2013-12-13,2014-02-20
None,Braga,POR,1,1562.13659668,2013-12-20,2014-01-10
None,Nantes,FRA,1,1561.7611084,2013-12-22,2014-01-12
None,Montpellier,FRA,1,1561.61669922,2013-12-22,2014-01-10
None,Sampdoria,ITA,1,1560.76574707,2013-12-23,2014-01-06
None,Wigan,ENG,2,1559.98547363,2013-12-30,2014-01-01
None,Atalanta,ITA,1,1559.72998047,2013-12-23,2014-01-06
None,Las Palmas,ESP,2,1558.51831055,2013-12-23,2014-01-04
None,Young Boys,SUI,1,1557.47180176,2013-12-16,2014-02-02
None,Brighton,ENG,2,1557.07775879,2013-12-30,2014-01-01
None,Nacional,POR,1,1557.00219727,2013-12-22,2014-01-12
None,Catania,ITA,1,1556.89428711,2013-12-23,2014-01-06
None,Brugge,BEL,1,1556.58862305,2013-12-27,2014-01-18
None,Standard,BEL,1,1556.3314209,2013-12-28,2014-01-18
None,Eskisehirspor,TUR,1,1555.81066895,2013-12-30,2014-01-25
None,Palermo,ITA,2,1555.16711426,2013-12-30,2014-01-25
None,Bursaspor,TUR,1,1553.93505859,2013-12-29,2014-01-25
None,Forest,ENG,2,1553.09082031,2013-12-30,2014-01-01
None,Grasshoppers,SUI,1,1553.01171875,2013-12-16,2014-02-02
None,FC Kobenhavn,DEN,1,1552.10571289,2013-12-13,2014-02-20
None,Reading,ENG,2,1551.95495605,2013-12-30,2014-01-01
None,Astra,ROM,1,1549.75598145,2013-12-22,2014-02-21
None,StGallen,SUI,1,1549.42883301,2013-12-16,2014-02-01
None,Ponferradina,ESP,2,1547.03137207,2013-12-23,2014-01-05
None,Crystal Palace,ENG,1,1546.52929688,2013-12-29,2014-01-01
None,Petrolul Ploiesti,ROM,1,1546.23547363,2013-12-20,2014-02-23
None,Estoril,POR,1,1545.0592041,2013-12-23,2014-01-11
None,Bastia,FRA,1,1542.12695312,2013-12-22,2014-01-11
None,Sivasspor,TUR,1,1541.34936523,2013-12-30,2014-01-26
None,Kasimpasa,TUR,1,1540.88525391,2013-12-28,2014-01-24
None,Ipswich,ENG,2,1540.63293457,2013-12-30,2014-01-01
None,Rennes,FRA,1,1539.5032959,2013-12-22,2014-01-11
None,Recreativo,ESP,2,1538.16052246,2013-12-23,2014-01-04
None,Guingamp,FRA,1,1538.12402344,2013-12-22,2014-01-11
None,Alcorcon,ESP,2,1537.50280762,2013-12-23,2014-01-05
None,Luzern,SUI,1,1537.38671875,2013-12-15,2014-02-02
None,Razgrad,BUL,1,1535.95422363,2013-12-16,2014-02-20
None,Hercules,ESP,2,1535.85913086,2013-12-22,2014-01-04
None,Braunschweig,GER,1,1535.29907227,2013-12-22,2014-01-26
None,Guimaraes,POR,1,1534.65710449,2013-12-22,2014-01-10
None,St Pauli,GER,2,1534.28735352,2013-12-21,2014-02-09
None,Rostov,RUS,1,1531.05737305,2013-12-13,2014-02-20
None,Kryliya Sovetov,RUS,1,1530.14172363,2013-12-13,2014-02-20
None,Watford,ENG,2,1529.9666748,2013-12-30,2014-01-11
None,Duesseldorf,GER,2,1527.89550781,2013-12-23,2014-02-10
None,Evian TG,FRA,1,1527.41833496,2013-12-22,2014-01-08
None,Real Madrid B,ESP,2,1527.09985352,2013-12-22,2014-01-04
None,Terek Grozny,RUS,1,1527.03723145,2013-12-13,2014-02-20
None,Anzhi,RUS,1,1526.96325684,2013-12-13,2014-02-20
None,Sassuolo,ITA,1,1526.66821289,2013-12-23,2014-01-06
None,Chernomorets,UKR,1,1526.35778809,2013-12-13,2014-02-20
None,APOEL,CYP,0,1526.31286621,2013-12-13,2014-07-17
None,Girona,ESP,2,1525.83093262,2013-12-23,2014-01-05
None,Eibar,ESP,2,1525.59020996,2013-12-22,2014-01-04
None,Empoli,ITA,2,1523.93481445,2013-12-30,2014-01-25
None,Valenciennes,FRA,1,1522.83740234,2013-12-21,2014-01-11
None,Siena,ITA,2,1522.59716797,2013-12-30,2014-01-27
None,Union Berlin,GER,2,1521.94262695,2013-12-22,2014-02-08
None,Zulte Waregem,BEL,1,1520.92150879,2013-12-27,2014-01-19
None,Birmingham,ENG,2,1520.34521484,2013-12-30,2014-01-01
None,Bolton,ENG,2,1519.05517578,2013-12-30,2014-01-01
None,Dukla,CZE,1,1517.98913574,2013-12-13,2014-02-20
None,Cordoba,ESP,2,1517.86230469,2013-12-22,2014-01-04
None,Muenchen 60,GER,2,1517.80688477,2013-12-22,2014-02-10
None,Paderborn,GER,2,1516.88586426,2013-12-23,2014-02-09
None,Genclerbirligi,TUR,1,1515.50317383,2013-12-28,2014-01-25
None,Nancy,FRA,2,1515.37304688,2013-12-21,2014-01-11
None,Genk,BEL,1,1515.22814941,2013-12-27,2014-01-19
None,Murcia,ESP,2,1514.21142578,2013-12-23,2014-01-04
None,Vaslui,ROM,1,1513.76208496,2013-12-18,2014-02-23
None,Gaziantepspor,TUR,1,1513.66870117,2013-12-29,2014-01-26
None,Lugo,ESP,2,1510.75915527,2013-12-22,2014-01-04
None,Maritimo,POR,1,1509.76806641,2013-12-20,2014-01-11
None,Leeds,ENG,2,1508.84118652,2013-12-30,2014-01-01
None,Akhisar,TUR,1,1508.7421875,2013-12-28,2014-01-26
None,Zuerich,SUI,1,1507.91394043,2013-12-16,2014-02-01
None,Malmoe,SWE,1,1507.41003418,2013-12-13,2014-03-30
None,Pandurii,ROM,1,1507.25598145,2013-12-20,2014-02-22
None,Blackburn,ENG,2,1506.4942627,2013-12-30,2014-01-01
None,Karabuekspor,TUR,1,1506.24816895,2013-12-30,2014-01-24
None,Barcelona B,ESP,2,1505.84619141,2013-12-22,2014-01-05
None,Livorno,ITA,1,1504.18579102,2013-12-22,2014-01-05
None,Dniprodzerzhynsk,UKR,1,1503.78356934,2013-12-13,2014-02-20
None,Panathinaikos,GRE,1,1501.06103516,2013-12-23,2014-01-05
None,Midtjylland,DEN,1,1500.78442383,2013-12-13,2014-02-20
None,Thun,SUI,1,1499.52087402,2013-12-16,2014-02-02
None,CFR Cluj,ROM,1,1499.49450684,2013-12-19,2014-02-23
None,AIK,SWE,1,1499.45483398,2013-12-13,2014-03-31
None,Rapid Wien,AUT,1,1499.3314209,2013-12-19,2014-02-09
None,Jablonec,CZE,1,1498.30065918,2013-12-13,2014-02-20
None,Blackpool,ENG,2,1497.14709473,2013-12-30,2014-01-01
None,Karlsruhe,GER,2,1495.78674316,2013-12-21,2014-02-09
None,Caen,FRA,2,1495.19934082,2013-12-21,2014-01-10
None,Maccabi Haifa,ISR,1,1495.12414551,2013-12-29,2014-01-06
None,Dinamo Bucuresti,ROM,1,1494.34838867,2013-12-18,2014-02-23
None,Rosenborg,NOR,1,1490.36853027,2013-12-13,2014-03-29
None,Jaen,ESP,2,1490.00537109,2013-12-23,2014-01-05
None,Atromitos,GRE,1,1489.73303223,2013-12-22,2014-01-04
None,Angers,FRA,2,1489.17724609,2013-12-21,2014-01-11
None,Dinamo Zagreb,CRO,1,1488.82641602,2013-12-15,2014-02-08
None,Mirandes,ESP,2,1488.77038574,2013-12-23,2014-01-04
None,Heerenveen,NED,1,1486.99536133,2013-12-22,2014-01-18
None,FSV Frankfurt,GER,2,1486.46850586,2013-12-22,2014-02-07
None,Sabadell,ESP,2,1486.23278809,2013-12-22,2014-01-04
None,Mlada Boleslav,CZE,1,1485.93835449,2013-12-13,2014-02-20
None,Middlesbrough,ENG,2,1485.02734375,2013-12-30,2014-01-01
None,Teplice,CZE,1,1484.94934082,2013-12-13,2014-02-20
None,Huddersfield,ENG,2,1483.33898926,2013-12-30,2014-01-01
None,Stromsgodset,NOR,1,1483.0925293,2013-12-13,2014-03-30
None,Antalyaspor,TUR,1,1481.68652344,2013-12-30,2014-01-26
None,Tenerife,ESP,2,1481.67138672,2013-12-22,2014-01-04
None,Kayseri,TUR,1,1480.5559082,2013-12-30,2014-01-26
None,Lokeren,BEL,1,1479.34094238,2013-12-27,2014-01-18
None,Troyes,FRA,2,1479.28027344,2013-12-22,2014-01-10
None,Rio Ave,POR,1,1477.71337891,2013-12-22,2014-01-11
None,BATE,BLR,1,1476.00720215,2013-12-02,2014-03-29
None,Alkmaar,NED,1,1473.91577148,2013-12-22,2014-01-18
None,Utrecht,NED,1,1473.85388184,2013-12-23,2014-01-19
None,Pacos Ferreira,POR,1,1473.56213379,2013-12-22,2014-01-12
None,Zorya,UKR,1,1472.28039551,2013-12-13,2014-02-20
None,Sochaux,FRA,1,1472.02893066,2013-12-22,2014-01-11
None,Dijon,FRA,2,1470.91992188,2013-12-21,2014-01-10
None,Charlton,ENG,2,1467.61035156,2013-12-30,2014-01-01
None,Pescara,ITA,2,1465.59887695,2013-12-30,2014-01-25
None,Alaves,ESP,2,1465.17236328,2013-12-22,2014-01-04
None,Brescia,ITA,2,1464.59277344,2013-12-30,2014-01-25
None,Aalen,GER,2,1463.53649902,2013-12-23,2014-02-07
None,Tomsk,RUS,1,1463.41821289,2013-12-13,2014-02-20
None,Bochum,GER,2,1463.11437988,2013-12-21,2014-02-07
None,Metz,FRA,2,1462.70251465,2013-12-22,2014-01-10
None,Vorskla,UKR,1,1462.65563965,2013-12-13,2014-02-20
None,Legia,POL,1,1461.06152344,2013-12-16,2014-02-14
None,Rapid Bucuresti,ROM,1,1460.98632812,2013-12-13,2014-07-16
None,Le Havre,FRA,2,1459.4263916,2013-12-21,2014-01-10
None,Sigma Olomouc,CZE,1,1455.95715332,2013-12-13,2014-02-20
None,Ajaccio,FRA,1,1455.6739502,2013-12-22,2014-01-11
None,Kiryat Shmona,ISR,1,1452.67272949,2013-12-29,2014-01-04
None,Sion,SUI,1,1451.66992188,2013-12-15,2014-02-01
None,Volga,RUS,1,1451.31640625,2013-12-13,2014-02-20
None,Tours,FRA,2,1450.72106934,2013-12-22,2014-01-10
None,Dresden,GER,2,1449.5098877,2013-12-21,2014-02-08
None,Anorthosis,CYP,0,1447.76794434,2013-12-13,2014-07-01
None,Nordsjaelland,DEN,1,1447.54602051,2013-12-13,2014-02-20
None,Ingolstadt,GER,2,1447.38342285,2013-12-24,2014-02-09
None,Sheffield Weds,ENG,2,1447.36206055,2013-12-30,2014-01-01
None,Asteras Tripolis,GRE,1,1445.62121582,2013-12-23,2014-01-04
None,Arsenal Kyiv,UKR,1,1445.58496094,2013-12-13,2014-02-20
None,Omonia,CYP,0,1444.88891602,2013-12-13,2014-07-17
None,Groningen,NED,1,1444.484375,2013-12-23,2014-01-18
None,Auxerre,FRA,2,1444.4473877,2013-12-21,2014-01-10
None,Esbjerg,DEN,1,1443.03613281,2013-12-13,2014-02-20
None,Aalborg,DEN,1,1442.25756836,2013-12-13,2014-02-20
None,Lens,FRA,2,1440.8458252,2013-12-20,2014-01-13
None,Helsingborg,SWE,1,1440.21203613,2013-12-13,2014-03-30
None,Levski,BUL,1,1439.84350586,2013-12-16,2014-02-20
None,Varese,ITA,2,1439.00622559,2013-12-30,2014-01-19
None,Beer-Sheva,ISR,1,1438.47485352,2013-12-31,2014-01-04
None,Gaz Metan,ROM,1,1437.85998535,2013-12-20,2014-02-24
None,Bournemouth,ENG,2,1436.34448242,2013-12-30,2014-01-01
None,Cesena,ITA,2,1435.4465332,2013-12-30,2014-01-25
None,Sandhausen,GER,2,1435.32971191,2013-12-21,2014-02-07
None,Aue,GER,2,1433.99645996,2013-12-21,2014-02-07
None,Gent,BEL,1,1433.72729492,2013-12-27,2014-01-18
None,Avellino,ITA,2,1432.39208984,2013-12-30,2014-01-25
None,Academica,POR,1,1432.02734375,2013-12-22,2014-01-12
None,Ried,AUT,1,1431.98303223,2013-12-19,2014-02-08
None,Molde,NOR,1,1431.84912109,2013-12-13,2014-03-28
None,Elfsborg,SWE,1,1431.70471191,2013-12-13,2014-03-31
None,CSKA Sofia,BUL,1,1431.55273438,2013-12-15,2014-02-20
None,Partizan,SRB,1,1431.22961426,2013-12-08,2014-02-22
None,Maribor,SVN,1,1430.27575684,2013-12-13,2014-02-20
None,Bari,ITA,2,1429.99890137,2013-12-30,2014-01-25
None,Crotone,ITA,2,1429.83618164,2013-12-30,2014-01-27
None,Clermont,FRA,2,1429.53515625,2013-12-21,2014-01-10
None,Slovacko,CZE,1,1429.46057129,2013-12-13,2014-02-20
None,Litex,BUL,1,1429.23242188,2013-12-15,2014-02-20
None,Sverdlovsk,RUS,1,1429.12805176,2013-12-13,2014-02-20
None,Ilichivets,UKR,1,1427.92370605,2013-12-13,2014-02-20
None,Aarau,SUI,1,1427.89001465,2013-12-16,2014-02-01
None,Gil Vicente,POR,1,1425.43444824,2013-12-23,2014-01-12
None,Novara,ITA,2,1425.23486328,2013-12-30,2014-01-19
None,Arles-Avignon,FRA,2,1424.54321289,2013-12-22,2014-01-10
None,Setubal,POR,1,1424.26245117,2013-12-21,2014-01-12
None,Brondby,DEN,1,1422.90698242,2013-12-13,2014-02-20
None,Cottbus,GER,2,1420.9128418,2013-12-23,2014-02-07
None,Bielefeld,GER,2,1419.48779297,2013-12-22,2014-02-09
None,Heracles,NED,1,1419.47595215,2013-12-22,2014-01-17
None,Lech,POL,1,1419.0994873,2013-12-14,2014-02-16
None,Trapani,ITA,2,1418.81091309,2013-12-30,2014-01-24
None,Apollon Lemesos,CYP,0,1418.61608887,2013-12-13,2014-07-17
None,Breda,NED,1,1418.41491699,2013-12-22,2014-01-18
None,Elazigspor,TUR,1,1415.5546875,2013-12-29,2014-01-26
None,Millwall,ENG,2,1415.52954102,2013-12-30,2014-01-01
None,Wolfsberg,AUT,1,1415.47265625,2013-12-19,2014-02-08
None,Konyaspor,TUR,1,1414.70007324,2013-12-30,2014-01-27
None,Slavia Praha,CZE,1,1413.671875,2013-12-13,2014-02-20
None,Latina,ITA,2,1413.6184082,2013-12-30,2014-01-25
None,Virtus Lanciano,ITA,2,1412.94067383,2013-12-30,2014-01-25
None,Brest,FRA,2,1411.86035156,2013-12-21,2014-01-13
None,H Tel Aviv,ISR,1,1410.46313477,2013-12-31,2014-01-04
None,Goeteborg,SWE,1,1409.4309082,2013-12-13,2014-03-31
None,Belenenses,POR,1,1407.92651367,2013-12-23,2014-01-12
None,Bnei Sakhinin,ISR,1,1407.1315918,2013-12-29,2014-01-04
None,Olhanense,POR,1,1406.34387207,2013-12-21,2014-01-12
None,Carpi,ITA,2,1403.79882812,2013-12-30,2014-01-25
None,Videoton,HUN,1,1403.62097168,2013-12-09,2014-03-01
None,Barnsley,ENG,2,1403.09606934,2013-12-30,2014-01-01
None,Arouca,POR,1,1402.61352539,2013-12-23,2014-01-12
None,Rijeka,CRO,1,1402.2869873,2013-12-15,2014-02-08
None,Zilina,SLK,0,1402.28491211,2013-08-09,2014-07-01
None,Kalmar,SWE,1,1402.14758301,2013-12-13,2014-03-30
None,Randers,DEN,1,1400.2467041,2013-12-13,2014-02-20
None,Brasov,ROM,1,1399.45605469,2013-12-20,2014-02-23
None,Karpaty,UKR,1,1398.84655762,2013-12-13,2014-02-20
None,Modena,ITA,2,1397.30334473,2013-12-30,2014-01-25
None,Niort,FRA,2,1396.69726562,2013-12-21,2014-01-10
None,Motherwell,SCO,1,1396.24157715,2013-12-30,2014-01-01
None,Xanthi,GRE,1,1396.02429199,2013-12-23,2014-01-05
None,Kortrijk,BEL,1,1394.86206055,2013-12-28,2014-01-18
None,Haugesund,NOR,1,1394.70202637,2013-12-13,2014-03-29
None,Groedig,AUT,1,1393.86657715,2013-12-18,2014-02-08
None,Rizespor,TUR,1,1391.46386719,2013-12-29,2014-01-25
None,Spezia,ITA,2,1390.10766602,2013-12-30,2014-01-25
None,Ternana,ITA,2,1390.06982422,2013-12-30,2014-01-25
None,Sturm Graz,AUT,1,1390.06945801,2013-12-19,2014-02-08
None,Waalwijk,NED,1,1387.75073242,2013-12-21,2014-01-18
None,Sheriff Tiraspol,MOL,0,1385.73400879,2013-12-13,2014-07-01
None,Yeovil,ENG,2,1385.66577148,2013-12-30,2014-01-11
None,Giannina,GRE,1,1385.61364746,2013-12-24,2014-01-04
None,Haecken,SWE,1,1385.50549316,2013-12-13,2014-03-31
None,Nimes,FRA,2,1384.93981934,2013-12-21,2014-01-10
None,Hajduk,CRO,1,1384.69458008,2013-12-15,2014-02-08
None,Zwolle,NED,1,1384.06738281,2013-12-22,2014-01-18
None,Dinamo Minsk,BLR,1,1383.84265137,2013-12-02,2014-03-30
None,Laval,FRA,2,1382.73547363,2013-12-21,2014-01-10
None,Doncaster,ENG,2,1381.69238281,2013-12-30,2014-01-01
None,Soligorsk,BLR,1,1381.61694336,2013-12-02,2014-03-29
None,Odense,DEN,1,1380.7121582,2013-12-13,2014-02-20
None,Roda,NED,1,1379.66381836,2013-12-23,2014-01-18
None,Chateauroux,FRA,2,1377.45007324,2013-12-21,2014-01-11
None,Aalesund,NOR,1,1374.85021973,2013-12-13,2014-03-30
None,Chiajna,ROM,1,1374.24182129,2013-12-22,2014-02-14
None,Pribram,CZE,1,1374.20117188,2013-12-13,2014-02-20
None,Charleroi,BEL,1,1373.36157227,2013-12-27,2014-01-18
None,Vaduz,LIE,0,1373.19311523,2013-12-13,2014-02-20
None,Volyn Lutsk,UKR,1,1373.06884766,2013-12-13,2014-02-20
None,Dundee United,SCO,1,1372.55529785,2013-12-30,2014-01-01
None,Hapoel Haifa,ISR,1,1371.88818359,2013-12-29,2014-01-05
None,Debrecen,HUN,1,1371.41259766,2013-12-07,2014-03-02
None,Padova,ITA,2,1371.34545898,2013-12-30,2014-01-24
None,Panthrakikos,GRE,1,1370.90966797,2013-12-22,2014-01-05
None,Admira,AUT,1,1370.03088379,2013-12-18,2014-02-08
None,Simferopol,UKR,1,1368.85241699,2013-12-13,2014-02-20
None,Banik Ostrava,CZE,1,1368.82116699,2013-12-13,2014-02-20
None,Viking,NOR,1,1368.3260498,2013-12-13,2014-03-29
None,Wiener Neustadt,AUT,1,1368.0925293,2013-12-19,2014-02-02
None,Otelul Galati,ROM,1,1367.51672363,2013-12-20,2014-02-22
None,Aarhus,DEN,1,1367.45837402,2013-12-13,2014-02-20
None,Den Haag,NED,1,1366.4465332,2013-12-23,2014-01-19
None,Djurgarden,SWE,1,1366.20898438,2013-12-13,2014-03-30
None,Jihlava,CZE,1,1366.08203125,2013-12-13,2014-02-20
None,Piatra Neamt,ROM,1,1363.81298828,2013-12-18,2014-02-24
None,Erciyesspor,TUR,1,1363.2878418,2013-12-29,2014-01-26
None,Wisla,POL,1,1362.91320801,2013-12-17,2014-02-17
None,Gyoer,HUN,1,1362.69592285,2013-12-09,2014-03-02
None,Mechelen,BEL,1,1362.60595703,2013-12-27,2014-01-19
None,Sevastopol,UKR,1,1362.0045166,2013-12-13,2014-02-20
None,Istres,FRA,2,1360.96179199,2013-12-20,2014-01-10
None,Dila Gori,GEO,0,1358.33081055,2013-08-30,2014-07-01
