Rank,Club,Country,Level,Elo,From,To
64,Brugge,BEL,1,1661.37145996,2023-01-01,2023-01-07
65,Osasuna,ESP,1,1660.80395508,2023-01-01,2023-01-07
66,Dinamo Zagreb,CRO,1,1659.47265625,2023-01-01,2023-01-08
67,Southampton,ENG,1,1657.55554199,2023-01-01,2023-01-04
68,Alkmaar,NED,1,1653.60205078,2023-01-01,2023-01-04
69,Koeln,GER,1,1649.37097168,2023-01-01,2023-01-04
70,Fiorentina,ITA,1,1647.09655762,2023-01-01,2023-01-04
71,Bournemouth,ENG,1,1646.67077637,2023-01-01,2023-01-03
72,Werder,GER,1,1646.21691895,2022-11-14,2023-01-03
73,Nice,FRA,1,1645.95605469,2022-12-30,2023-01-02
74,Shakhtar,UKR,1,1644.63183594,2022-11-14,2023-01-02
75,Getafe,ESP,1,1640.6517334,2022-12-31,2023-01-06
76,Young Boys,SUI,1,1640.39538574,2022-12-31,2023-01-06
77,Sheffield United,ENG,2,1638.76550293,2022-12-31,2023-01-02
78,Rayo Vallecano,ESP,1,1637.60900879,2022-12-31,2023-01-02
79,Torino,ITA,1,1636.27038574,2022-12-31,2023-01-02
80,Celta,ESP,1,1634.32348633,2022-12-31,2023-01-06
81,Rangers,SCO,1,1631.82824707,2022-12-29,2023-01-02
82,Celtic,SCO,1,1628.63110352,2022-12-31,2023-01-01
83,Crvena Zvezda,SRB,1,1627.46643066,2022-12-31,2023-01-01
84,Stuttgart,GER,1,1626.72900391,2022-12-31,2023-01-01
85,Forest,ENG,1,1624.74621582,2022-12-31,2023-01-01
86,Hertha,GER,1,1624.56469727,2022-12-31,2023-01-07
87,Sassuolo,ITA,1,1624.12463379,2022-12-31,2023-01-04
88,Mallorca,ESP,1,1623.49353027,2022-12-31,2023-01-04
89,St Gillis,BEL,1,1618.58459473,2022-12-31,2023-01-04
90,Valladolid,ESP,1,1617.91308594,2022-12-31,2023-01-04
91,Augsburg,GER,1,1617.86364746,2022-12-19,2023-01-04
92,Espanyol,ESP,1,1617.47167969,2023-01-01,2023-01-04
93,Levante,ESP,2,1615.59350586,2023-01-01,2023-01-04
94,Genk,BEL,1,1612.14550781,2023-01-01,2023-01-07
95,Almeria,ESP,1,1611.84509277,2023-01-01,2023-01-07
96,Bochum,GER,1,1607.93676758,2022-12-29,2023-01-01
97,Reims,FRA,1,1607.6661377,2022-12-30,2023-01-01
98,Bologna,ITA,1,1607.04467773,2022-12-30,2023-01-01
99,Maccabi Haifa,ISR,1,1603.24572754,2022-12-30,2023-01-01
100,Twente,NED,1,1601.05114746,2022-12-30,2023-01-06
None,FC Kobenhavn,DEN,1,1599.39562988,2022-12-25,2023-02-16
None,Girona,ESP,1,1599.19763184,2022-12-30,2023-01-07
None,Cadiz,ESP,1,1597.89758301,2022-12-31,2023-01-06
None,Slavia Praha,CZE,1,1594.09606934,2022-11-14,2023-01-29
None,Darmstadt,GER,2,1593.44104004,2022-11-14,2023-01-28
None,Strasbourg,FRA,1,1592.72839355,2022-12-29,2023-01-02
None,Molde,NOR,1,1592.44592285,2022-11-14,2023-02-16
None,Hamburg,GER,2,1591.12109375,2022-11-13,2023-01-29
None,Eibar,ESP,2,1590.5637207,2022-12-19,2023-01-08
None,Trabzonspor,TUR,1,1590.56005859,2022-12-29,2023-01-05
None,Galatasaray,TUR,1,1589.13110352,2022-12-30,2023-01-04
None,Nantes,FRA,1,1589.10095215,2022-12-29,2023-01-01
None,Viktoria Plzen,CZE,1,1587.91870117,2022-11-14,2023-01-28
None,Granada,ESP,2,1582.14941406,2022-12-18,2023-01-08
None,Bueyueksehir,TUR,1,1574.42016602,2022-12-28,2023-01-05
None,Midtjylland,DEN,1,1573.81665039,2022-11-14,2023-02-16
None,Spartak Moskva,RUS,1,1570.34973145,2022-11-13,2023-03-04
None,Lorient,FRA,1,1570.0057373,2022-12-30,2023-01-01
None,M Tel Aviv,ISR,1,1568.53161621,2023-01-01,2023-01-07
None,Karabakh Agdam,AZE,0,1566.62841797,2022-11-04,2023-02-16
None,Sturm Graz,AUT,1,1565.38317871,2022-11-14,2023-02-10
None,Las Palmas,ESP,2,1563.89709473,2022-12-18,2023-01-08
None,Bodoe Glimt,NOR,1,1562.22680664,2022-11-14,2023-02-16
None,Schalke,GER,1,1561.36462402,2022-11-13,2023-01-21
None,Gent,BEL,1,1558.55480957,2022-12-24,2023-01-07
None,Empoli,ITA,1,1558.14868164,2022-11-12,2023-01-04
None,Montpellier,FRA,1,1555.17272949,2022-12-30,2023-01-02
None,Beer-Sheva,ISR,1,1554.96655273,2022-12-25,2023-01-01
None,Watford,ENG,2,1552.09545898,2022-12-31,2023-01-02
None,West Brom,ENG,2,1549.82910156,2022-12-30,2023-01-02
None,Norwich,ENG,2,1549.80761719,2022-12-31,2023-01-02
None,Heidenheim,GER,2,1549.71252441,2022-11-13,2023-01-28
None,Luton,ENG,2,1549.66247559,2022-12-30,2023-01-01
None,Verona,ITA,1,1548.8302002,2022-11-14,2023-01-04
None,Dynamo Kyiv,UKR,1,1546.61071777,2022-12-01,2023-02-16
None,Rakow,POL,1,1546.43481445,2022-11-13,2023-01-28
None,Middlesbrough,ENG,2,1546.29431152,2022-12-30,2023-01-02
None,Toulouse,FRA,1,1546.10449219,2022-12-30,2023-01-01
None,Elche,ESP,1,1545.16308594,2022-12-30,2023-01-06
None,Millwall,ENG,2,1544.17333984,2022-12-30,2023-01-01
None,Partizan,SRB,1,1544.13659668,2022-11-14,2023-02-05
None,Lecce,ITA,1,1544.0357666,2022-11-13,2023-01-04
None,Utrecht,NED,1,1543.17016602,2022-11-13,2023-01-08
None,Monza,ITA,1,1542.97937012,2022-11-14,2023-01-04
None,Alaves,ESP,2,1542.69995117,2022-12-19,2023-01-07
None,Besiktas,TUR,1,1540.31079102,2022-12-30,2023-01-07
None,Antwerp,BEL,1,1539.75024414,2022-12-28,2023-01-07
None,Dynamo Moskva,RUS,1,1538.40368652,2022-11-14,2023-03-05
None,Ferencvaros,HUN,1,1537.95947266,2022-11-14,2023-01-24
None,Hajduk,CRO,1,1537.64343262,2022-11-13,2023-01-22
None,Troyes,FRA,1,1536.39794922,2022-12-29,2023-01-02
None,Anderlecht,BEL,1,1534.20727539,2022-12-27,2023-01-08
None,Guimaraes,POR,1,1528.04736328,2022-12-31,2023-01-07
None,Djurgarden,SWE,1,1527.74084473,2022-11-07,2023-03-09
None,Leganes,ESP,2,1526.38098145,2022-12-20,2023-01-06
None,CSKA Moskva,RUS,1,1525.87280273,2022-11-14,2023-03-05
None,Genoa,ITA,2,1525.20068359,2022-12-27,2023-01-16
None,Duesseldorf,GER,2,1525.07116699,2022-11-12,2023-01-27
None,Swansea,ENG,2,1524.35681152,2022-12-31,2023-01-02
None,Oviedo,ESP,2,1523.75170898,2022-12-18,2023-01-07
None,Brest,FRA,1,1522.84533691,2022-12-29,2023-01-01
None,Clermont,FRA,1,1522.09777832,2022-12-29,2023-01-01
None,Sparta Praha,CZE,1,1519.88061523,2022-11-13,2023-01-28
None,Coventry,ENG,2,1519.83618164,2022-12-30,2023-01-01
None,Paderborn,GER,2,1519.36743164,2022-11-14,2023-01-27
None,Bielefeld,GER,2,1519.17419434,2022-11-14,2023-01-29
None,Rostov,RUS,1,1518.8848877,2022-11-13,2023-03-04
None,Konyaspor,TUR,1,1518.578125,2022-12-26,2023-01-04
None,Lech,POL,1,1518.48461914,2022-11-13,2023-01-27
None,Sparta Rotterdam,NED,1,1518.23535156,2022-11-12,2023-01-07
None,Burgos,ESP,2,1516.77612305,2022-12-19,2023-01-07
None,Salernitana,ITA,1,1516.7154541,2022-11-14,2023-01-04
None,Spezia,ITA,1,1515.79162598,2022-11-14,2023-01-04
None,Razgrad,BUL,1,1515.58837891,2022-12-02,2023-02-11
None,Blackburn,ENG,2,1514.93994141,2022-12-30,2023-01-01
None,Sochi,RUS,1,1514.12109375,2022-11-14,2023-03-05
None,Holstein,GER,2,1510.71508789,2022-11-12,2023-01-28
None,Heerenveen,NED,1,1507.14135742,2022-11-14,2023-01-07
None,Huddersfield,ENG,2,1505.23803711,2022-12-30,2023-01-01
None,Frosinone,ITA,2,1504.91772461,2022-12-27,2023-01-14
None,Sampdoria,ITA,1,1504.24780273,2022-11-13,2023-01-04
None,Huesca,ESP,2,1503.86132812,2022-12-19,2023-01-09
None,Hannover,GER,2,1503.49536133,2022-11-12,2023-01-28
None,Preston,ENG,2,1502.97729492,2022-12-30,2023-01-02
None,Sunderland,ENG,2,1502.42895508,2022-12-30,2023-01-01
None,Bordeaux,FRA,2,1502.1697998,2022-12-31,2023-01-10
None,Basel,SUI,1,1502.16601562,2022-11-13,2023-01-22
None,Tenerife,ESP,2,1502.16259766,2022-12-17,2023-01-07
None,StGallen,SUI,1,1501.9128418,2022-11-13,2023-01-22
None,Adana Demirspor,TUR,1,1500.88842773,2022-12-30,2023-01-05
None,Nordsjaelland,DEN,1,1500.65637207,2022-11-14,2023-02-16
None,Cartagena,ESP,2,1500.03894043,2022-12-18,2023-01-08
None,Fuerth,GER,2,1500.03771973,2022-11-14,2023-01-28
None,Olympiakos,GRE,1,1498.58972168,2022-12-29,2023-01-03
None,Ajaccio,FRA,1,1498.48376465,2022-12-29,2023-01-01
None,Auxerre,FRA,1,1496.53210449,2022-12-29,2023-01-01
None,Stoke,ENG,2,1494.52770996,2022-12-31,2023-01-02
None,FC Krasnodar,RUS,1,1492.55334473,2022-11-14,2023-03-05
None,QPR,ENG,2,1491.07617188,2022-12-30,2023-01-02
None,Rapid Wien,AUT,1,1489.09362793,2022-11-13,2023-02-10
None,Alanyaspor,TUR,1,1488.22888184,2022-12-29,2023-01-04
None,Famalicao,POR,1,1486.8762207,2022-12-31,2023-01-06
None,St Pauli,GER,2,1486.63879395,2022-11-13,2023-01-29
None,Hammarby,SWE,1,1485.58618164,2022-11-07,2023-03-09
None,Sochaux,FRA,2,1484.6081543,2022-12-31,2023-01-10
None,Santa Clara,POR,1,1484.1204834,2022-12-30,2023-01-05
None,LASK,AUT,1,1483.54821777,2022-11-14,2023-02-12
None,Osijek,CRO,1,1483.49914551,2022-11-14,2023-01-21
None,Pisa,ITA,2,1482.98864746,2022-12-27,2023-01-14
None,Angers,FRA,1,1481.86535645,2022-12-29,2023-01-01
None,Metz,FRA,2,1481.32763672,2022-12-31,2023-01-10
None,Zaragoza,ESP,2,1481.28771973,2022-12-20,2023-01-08
None,Rosenborg,NOR,1,1481.2166748,2022-11-14,2023-02-16
None,Brondby,DEN,1,1480.67089844,2022-11-14,2023-02-16
None,Sheriff Tiraspol,MOL,0,1480.42590332,2022-11-04,2023-02-16
None,Mirandes,ESP,2,1479.73132324,2022-12-18,2023-01-08
None,Cagliari,ITA,2,1478.59936523,2022-12-27,2023-01-14
None,Gijon,ESP,2,1477.79223633,2022-12-18,2023-01-06
None,Viborg,DEN,1,1477.61157227,2022-11-14,2023-02-16
None,Gil Vicente,POR,1,1476.68310547,2022-12-30,2023-01-08
None,Haecken,SWE,1,1475.53295898,2022-11-07,2023-03-09
None,Panathinaikos,GRE,1,1475.39929199,2022-12-29,2023-01-03
None,Casa Pia,POR,1,1475.02819824,2022-12-29,2023-01-07
None,Le Havre,FRA,2,1475.02819824,2022-12-31,2023-01-10
None,Vitesse,NED,1,1472.57421875,2022-11-14,2023-01-07
None,Cremonese,ITA,1,1472.48962402,2022-11-12,2023-01-04
None,Zorya,UKR,1,1471.08581543,2022-11-28,2023-02-16
None,St Truiden,BEL,1,1470.44812012,2022-12-28,2023-01-06
None,Dnipro,UKR,1,1469.85119629,2022-11-29,2023-02-16
None,Apollon Lemesos,CYP,0,1469.10131836,2022-11-04,2023-02-16
None,Boavista,POR,1,1466.96569824,2022-11-13,2023-01-08
None,Reading,ENG,2,1466.52062988,2022-12-31,2023-01-02
None,CFR Cluj,ROM,1,1466.15917969,2022-12-21,2023-01-23
None,Albacete,ESP,2,1464.49633789,2022-12-19,2023-01-09
None,Birmingham,ENG,2,1464.43200684,2022-12-31,2023-01-02
None,Terek Grozny,RUS,1,1463.98120117,2022-11-12,2023-03-04
None,Andorra CF,ESP,2,1462.87280273,2022-12-17,2023-01-07
None,Larnaca,CYP,0,1462.68505859,2022-11-04,2023-02-16
None,Lautern,GER,2,1462.10546875,2022-11-12,2023-01-28
None,Portimonense,POR,1,1461.90991211,2022-12-29,2023-01-06
None,Cardiff,ENG,2,1461.12731934,2022-12-30,2023-01-01
None,Bristol City,ENG,2,1459.89355469,2022-12-30,2023-01-01
None,Cercle Brugge,BEL,1,1459.85693359,2022-12-24,2023-01-07
None,Estoril,POR,1,1457.23596191,2022-11-15,2023-01-07
None,Rio Ave,POR,1,1456.22302246,2022-12-24,2023-01-07
None,Paris FC,FRA,2,1456.21960449,2022-12-31,2023-01-10
None,AEK,GRE,1,1456.14941406,2022-12-29,2023-01-03
None,Antalyaspor,TUR,1,1455.53430176,2022-12-28,2023-01-03
None,Chaves,POR,1,1454.43237305,2022-12-31,2023-01-08
None,Fatih Karaguemruek,TUR,1,1454.42211914,2022-12-29,2023-01-04
None,Sivasspor,TUR,1,1454.26879883,2022-12-30,2023-01-04
None,Lugano,SUI,1,1453.32287598,2022-11-14,2023-01-22
None,Waalwijk,NED,1,1452.95336914,2022-11-14,2023-01-07
None,Nuernberg,GER,2,1452.73840332,2022-11-14,2023-01-29
None,Zuerich,SUI,1,1451.68273926,2022-11-14,2023-01-21
None,PAOK,GRE,1,1450.64685059,2022-12-29,2023-01-04
None,Elfsborg,SWE,1,1447.66162109,2022-11-07,2023-03-09
None,Villarreal B,ESP,2,1447.16955566,2022-12-18,2023-01-06
None,Hull,ENG,2,1446.29870605,2022-12-31,2023-01-02
None,Ponferradina,ESP,2,1446.04931641,2022-12-18,2023-01-06
None,Silkeborg,DEN,1,1445.82250977,2022-11-13,2023-02-16
None,Luzern,SUI,1,1445.49438477,2022-11-14,2023-01-21
None,Parma,ITA,2,1445.29931641,2022-12-27,2023-01-14
None,Benevento,ITA,2,1445.00695801,2022-12-27,2023-01-15
None,Kayseri,TUR,1,1444.62353516,2022-12-29,2023-01-04
None,Standard,BEL,1,1443.89794922,2022-12-24,2023-01-06
None,Karlsruhe,GER,2,1443.3338623,2022-11-13,2023-01-27
None,Vizela,POR,1,1443.23413086,2022-12-31,2023-01-06
None,Charleroi,BEL,1,1442.40222168,2022-12-27,2023-01-07
None,Austria Wien,AUT,1,1441.45239258,2022-11-14,2023-02-12
None,Nijmegen,NED,1,1441.41589355,2022-11-14,2023-01-08
None,Servette,SUI,1,1441.0501709,2022-11-14,2023-01-29
None,Leuven,BEL,1,1440.53210449,2022-12-27,2023-01-08
None,Reggina,ITA,2,1439.97192383,2022-12-27,2023-01-14
None,Ascoli,ITA,2,1439.8223877,2022-12-27,2023-01-15
None,Blackpool,ENG,2,1439.74023438,2022-12-30,2023-01-01
None,Kasimpasa,TUR,1,1438.06518555,2022-12-29,2023-01-04
None,Rostock,GER,2,1437.45239258,2022-11-13,2023-01-28
None,CSKA Sofia,BUL,1,1436.69836426,2022-11-13,2023-02-12
None,Arouca,POR,1,1436.29418945,2022-12-29,2023-01-07
None,Legia,POL,1,1436.06677246,2022-11-14,2023-01-29
None,Slovacko,CZE,1,1435.62548828,2022-11-14,2023-01-28
None,Randers,DEN,1,1435.48974609,2022-11-14,2023-02-16
None,Sandhausen,GER,2,1434.05053711,2022-11-13,2023-01-29
None,Brescia,ITA,2,1433.09130859,2022-12-27,2023-01-15
None,Lugo,ESP,2,1432.50244141,2022-12-18,2023-01-06
None,Malmoe,SWE,1,1431.65100098,2022-11-07,2023-03-09
None,Pogon,POL,1,1431.20129395,2022-11-14,2023-01-28
None,Wolfsberg,AUT,1,1430.73242188,2022-11-14,2023-02-11
None,Steaua,ROM,1,1429.03161621,2022-12-20,2023-01-22
None,Mechelen,BEL,1,1428.36987305,2022-12-24,2023-01-08
None,Gaziantep FK,TUR,1,1428.23706055,2022-12-30,2023-01-05
None,Groningen,NED,1,1428.06359863,2022-11-14,2023-01-08
None,AIK,SWE,1,1427.98010254,2022-11-07,2023-03-09
None,Santander,ESP,2,1426.84338379,2022-12-18,2023-01-08
None,Odense,DEN,1,1426.45324707,2022-11-14,2023-02-16
None,Rotherham,ENG,2,1425.77392578,2022-12-30,2023-01-01
None,Wattens,AUT,1,1425.06616211,2022-11-13,2023-02-11
None,Kryliya Sovetov,RUS,1,1424.50793457,2022-11-13,2023-03-05
None,Craiova,ROM,1,1424.14245605,2022-12-18,2023-01-21
None,Maritimo,POR,1,1423.52209473,2022-12-24,2023-01-08
None,Lok Moskva,RUS,1,1423.40161133,2022-11-13,2023-03-04
None,Westerlo,BEL,1,1422.46936035,2022-12-28,2023-01-07
None,Omonia,CYP,0,1422.44995117,2022-11-04,2023-02-16
None,Saint-Etienne,FRA,2,1420.63684082,2022-12-31,2023-01-10
None,Bari,ITA,2,1419.8347168,2022-12-27,2023-01-14
None,Venezia,ITA,2,1419.51281738,2022-12-27,2023-01-16
None,Sittard,NED,1,1418.78320312,2022-11-14,2023-01-07
None,Malaga,ESP,2,1418.61096191,2022-12-19,2023-01-07
None,Regensburg,GER,2,1418.24084473,2022-11-13,2023-01-28
None,Guingamp,FRA,2,1415.30664062,2022-12-31,2023-01-10
None,APOEL,CYP,0,1415.29760742,2022-11-04,2023-02-16
None,Go Ahead Eagles,NED,1,1415.23449707,2022-11-14,2023-01-07
None,Sverdlovsk,RUS,1,1412.80639648,2022-11-13,2023-03-04
None,Grasshoppers,SUI,1,1411.61987305,2022-11-13,2023-01-21
None,Aarhus,DEN,1,1410.43762207,2022-11-14,2023-02-16
None,Hatayspor,TUR,1,1409.54541016,2022-12-28,2023-01-03
None,Giresunspor,TUR,1,1407.98278809,2022-12-30,2023-01-05
None,Kalmar,SWE,1,1406.46691895,2022-11-07,2023-03-09
None,Sion,SUI,1,1406.43017578,2022-11-13,2023-01-22
None,Amiens,FRA,2,1404.79003906,2022-12-31,2023-01-10
None,Braunschweig,GER,2,1403.23327637,2022-11-13,2023-01-29
None,Caen,FRA,2,1402.09985352,2022-12-31,2023-01-10
None,Klagenfurt,AUT,1,1401.14477539,2022-11-14,2023-02-12
None,Wigan,ENG,2,1400.46289062,2022-12-30,2023-01-02
None,Grenoble,FRA,2,1398.13171387,2022-12-31,2023-01-10
None,Aris Limassol,CYP,0,1396.46862793,2022-11-04,2023-02-16
None,Aalborg,DEN,1,1396.11804199,2022-11-14,2023-02-16
None,Ibiza Eivissa,ESP,2,1395.02441406,2022-12-19,2023-01-08
None,Lillestrom,NOR,1,1394.2376709,2022-11-14,2023-02-16
None,Ternana,ITA,2,1393.33581543,2022-12-27,2023-01-15
None,Aris,GRE,1,1391.50793457,2022-12-30,2023-01-04
None,Perugia,ITA,2,1391.14013672,2022-12-27,2023-01-14
None,Sigma Olomouc,CZE,1,1390.76586914,2022-11-14,2023-01-28
None,Valerenga,NOR,1,1390.53442383,2022-11-14,2023-02-16
None,Banik Ostrava,CZE,1,1389.09399414,2022-11-13,2023-01-29
None,Bastia,FRA,2,1388.1262207,2022-12-31,2023-01-10
None,Spal,ITA,2,1387.76367188,2022-12-27,2023-01-14
None,Como,ITA,2,1384.6862793,2022-12-27,2023-01-14
None,Orenburg,RUS,1,1384.3515625,2022-11-14,2023-03-04
None,Rijeka,CRO,1,1382.61682129,2022-11-14,2023-01-21
None,Nizhny Novgorod,RUS,1,1381.5970459,2022-11-12,2023-03-04
None,Ankaraguecue,TUR,1,1381.49829102,2022-12-28,2023-01-04
None,Slovan Bratislava,SLK,0,1380.66931152,2022-11-04,2023-03-09
None,Valenciennes,FRA,2,1380.64050293,2022-12-31,2023-01-10
None,Dijon,FRA,2,1379.66564941,2022-12-31,2023-01-10
None,Pacos Ferreira,POR,1,1379.26733398,2022-12-30,2023-01-08
None,FK Astana,KAZ,0,1378.37695312,2022-08-12,2023-07-12
None,Magdeburg,GER,2,1378.16113281,2022-11-14,2023-01-27
None,Suedtirol,ITA,2,1377.84545898,2022-12-27,2023-01-15
None,Cambuur,NED,1,1377.46276855,2022-11-14,2023-01-08
None,Mlada Boleslav,CZE,1,1377.41027832,2022-11-13,2023-01-29
None,Excelsior,NED,1,1375.18676758,2022-11-14,2023-01-08
None,Modena,ITA,2,1374.9654541,2022-12-27,2023-01-14
None,Viitorul,ROM,1,1374.77783203,2022-12-17,2023-01-23
None,Mjaellby,SWE,1,1374.3684082,2022-11-07,2023-03-09
None,Cittadella,ITA,2,1374.20080566,2022-12-27,2023-01-14
None,Emmen,NED,1,1372.68103027,2022-11-13,2023-01-06
None,Goeteborg,SWE,1,1372.22302246,2022-11-07,2023-03-09
None,Cracovia,POL,1,1371.91442871,2022-11-12,2023-01-30
None,Pau,FRA,2,1371.18164062,2022-12-31,2023-01-10
None,Warta,POL,1,1370.26464844,2022-11-12,2023-01-28
None,Olexandriya,UKR,1,1369.57116699,2022-11-19,2023-02-16
None,US Quevilly,FRA,2,1368.73791504,2022-12-31,2023-01-10
None,Piast Gliwice,POL,1,1368.5793457,2022-11-14,2023-01-29
None,Nimes,FRA,2,1368.55737305,2022-12-31,2023-01-10
None,Palermo,ITA,2,1367.69628906,2022-12-27,2023-01-14
None,Plock,POL,1,1367.22692871,2022-11-12,2023-01-29
None,Odd Grenland,NOR,1,1367.08959961,2022-11-14,2023-02-16
None,Sarpsborg,NOR,1,1365.8182373,2022-11-14,2023-02-16
None,Vaduz,LIE,0,1363.72497559,2022-11-04,2023-02-16
None,Oostende,BEL,1,1363.35510254,2022-12-27,2023-01-07
None,Horsens,DEN,1,1359.13879395,2022-11-14,2023-02-16
None,Tromso,NOR,1,1358.5435791,2022-11-14,2023-02-16
None,Rodez,FRA,2,1358.47680664,2022-12-31,2023-01-10
None,Viking,NOR,1,1358.41760254,2022-11-14,2023-02-16
None,Trnava,SLK,0,1358.10949707,2022-11-04,2023-03-09
None,Sepsi,ROM,1,1358.10437012,2022-12-18,2023-01-20
None,Norrkoeping,SWE,1,1357.24206543,2022-11-07,2023-03-09
None,FC Khimki,RUS,1,1356.40649414,2022-11-14,2023-03-03
None,Vorskla,UKR,1,1355.04064941,2022-11-14,2023-02-16
None,Lustenau,AUT,1,1353.18005371,2022-11-13,2023-02-11
None,Dunajska,SLK,0,1352.71643066,2022-11-04,2023-03-09
None,Lok Zagreb,CRO,1,1350.66625977,2022-11-13,2023-01-22
None,Olimpija Ljubljana,SVN,1,1350.56054688,2022-12-12,2023-02-11
None,Netanya,ISR,1,1350.48669434,2023-01-01,2023-01-07
None,Umraniyespor,TUR,1,1350.29772949,2022-12-28,2023-01-03
None,Puskas Akademia,HUN,1,1349.97094727,2022-11-13,2023-01-29
None,Winterthur,SUI,1,1348.94433594,2022-11-14,2023-01-29
None,Videoton,HUN,1,1347.62792969,2022-11-14,2023-01-29
None,Levski,BUL,1,1347.07299805,2022-12-02,2023-02-11
None,Eupen,BEL,1,1346.92724609,2022-12-24,2023-01-07
None,Kisvarda,HUN,1,1346.49963379,2022-11-14,2023-01-28
None,Haugesund,NOR,1,1345.20239258,2022-11-14,2023-02-16
None,Lechia,POL,1,1345.19897461,2022-11-19,2023-01-29
None,Kortrijk,BEL,1,1344.92529297,2022-12-27,2023-01-08
None,Kolos,UKR,1,1344.76879883,2022-11-28,2023-02-16
None,Ruzomberok,SLK,0,1343.00720215,2022-11-04,2023-03-09
None,Annecy,FRA,2,1342.81066895,2022-12-31,2023-01-10
