Rank,Club,Country,Level,Elo,From,To
1,Chelsea,ENG,1,1919.25317383,2004-12-29,2005-01-01
2,Arsenal,ENG,1,1913.53759766,2004-12-30,2005-01-01
3,Barcelona,ESP,1,1904.65014648,2004-12-22,2005-01-09
4,Milan,ITA,1,1881.25927734,2004-12-19,2005-01-01
5,Valencia,ESP,1,1880.21862793,2004-12-23,2005-01-01
6,Man United,ENG,1,1875.9440918,2004-12-29,2005-01-01
7,Lyon,FRA,1,1872.8581543,2004-12-29,2005-01-12
8,Juventus,ITA,1,1868.6776123,2004-12-27,2005-01-06
9,Real Madrid,ESP,1,1853.71862793,2004-12-23,2005-01-05
10,Bayern,GER,1,1836.17419434,2004-12-19,2005-01-12
11,Monaco,FRA,1,1832.69592285,2004-12-19,2005-01-12
12,Werder,GER,1,1826.03918457,2004-12-16,2005-01-22
13,Porto,POR,1,1811.62060547,2004-12-23,2005-01-06
14,Inter,ITA,1,1808.16186523,2004-12-20,2005-01-06
15,Liverpool,ENG,1,1807.78649902,2004-12-29,2005-01-01
16,Sevilla,ESP,1,1806.97290039,2004-12-29,2005-01-01
17,PSV,NED,1,1797.53039551,2004-12-27,2005-01-09
18,Stuttgart,GER,1,1795.7767334,2004-12-23,2005-01-09
19,Bilbao,ESP,1,1792.97375488,2004-12-23,2005-01-08
20,Leverkusen,GER,1,1788.48657227,2004-12-23,2005-01-09
21,Betis,ESP,1,1786.94934082,2004-12-23,2005-01-09
22,Villarreal,ESP,1,1785.56896973,2004-12-23,2005-01-09
23,Auxerre,FRA,1,1777.06286621,2004-12-23,2005-01-09
24,Espanyol,ESP,1,1774.53308105,2004-12-23,2005-01-09
25,Dynamo Kyiv,UKR,1,1773.84899902,2004-12-23,2005-01-12
26,Sociedad,ESP,1,1767.34313965,2004-12-23,2005-01-05
27,Depor,ESP,1,1765.18762207,2004-12-23,2005-01-05
28,Atletico,ESP,1,1757.38745117,2004-12-23,2005-01-09
29,Paris SG,FRA,1,1755.99304199,2004-12-27,2005-01-09
30,Bordeaux,FRA,1,1752.23388672,2004-12-27,2005-01-09
31,Lille,FRA,1,1750.93615723,2004-12-27,2005-01-09
32,Middlesbrough,ENG,1,1749.94396973,2004-12-29,2005-01-01
33,Osasuna,ESP,1,1748.82629395,2004-12-29,2005-01-01
34,Newcastle,ENG,1,1741.51623535,2004-12-30,2005-01-01
35,Olympiakos,GRE,1,1740.74157715,2004-12-30,2005-01-01
36,Schalke,GER,1,1740.65563965,2004-12-30,2005-01-04
37,Panathinaikos,GRE,1,1736.35827637,2004-12-30,2005-01-09
38,Sochaux,FRA,1,1734.93615723,2004-12-30,2005-01-09
39,Fenerbahce,TUR,1,1734.80297852,2004-12-30,2005-01-09
40,Ajax,NED,1,1733.23681641,2004-12-20,2005-01-09
41,Marseille,FRA,1,1732.38061523,2004-12-20,2005-01-09
42,Celtic,SCO,1,1728.05664062,2004-12-29,2005-01-02
43,Hertha,GER,1,1722.70495605,2004-12-29,2005-01-09
44,Zaragoza,ESP,1,1721.93701172,2004-12-29,2005-01-09
45,Roma,ITA,1,1720.23803711,2004-12-29,2005-01-06
46,Everton,ENG,1,1719.40026855,2004-12-29,2005-01-01
47,Udinese,ITA,1,1716.11157227,2004-12-27,2005-01-01
48,Aston Villa,ENG,1,1709.45446777,2004-12-29,2005-01-01
49,Charlton,ENG,1,1703.9864502,2004-12-29,2005-01-01
50,Hamburg,GER,1,1697.66174316,2004-12-27,2005-01-09
51,Celta,ESP,2,1697.5645752,2004-12-27,2005-01-01
52,Birmingham,ENG,1,1697.40759277,2004-12-29,2005-01-01
53,Albacete,ESP,1,1697.09460449,2004-12-29,2005-01-03
54,Dortmund,GER,1,1696.90283203,2004-12-29,2005-01-03
55,Tottenham,ENG,1,1693.87353516,2004-12-29,2005-01-01
56,Shakhtar,UKR,1,1693.61181641,2004-12-29,2005-01-01
57,Brugge,BEL,1,1690.71447754,2004-12-27,2005-01-03
