Rank,Club,Country,Level,Elo,From,To
1,Barcelona,ESP,1,1989.80419922,2009-12-18,2010-01-02
2,Chelsea,ENG,1,1947.82666016,2009-12-29,2010-01-16
3,Man United,ENG,1,1930.65332031,2009-12-31,2010-01-09
4,Real Madrid,ESP,1,1904.69567871,2009-12-20,2010-01-03
5,Inter,ITA,1,1886.80273438,2009-12-21,2010-01-06
6,Arsenal,ENG,1,1883.65319824,2009-12-31,2010-01-09
7,Bordeaux,FRA,1,1868.68139648,2009-12-24,2010-01-17
8,Bayern,GER,1,1859.88085938,2009-12-20,2010-01-15
9,Liverpool,ENG,1,1846.09350586,2009-12-30,2010-01-16
10,Sevilla,ESP,1,1835.74169922,2009-12-27,2010-01-02
11,Porto,POR,1,1834.78564453,2009-12-21,2010-01-02
12,Valencia,ESP,1,1816.89562988,2009-12-21,2010-01-02
13,Dynamo Kyiv,UKR,1,1814.6114502,2009-12-18,2010-01-09
14,Milan,ITA,1,1798.79016113,2009-12-18,2010-01-06
15,Shakhtar,UKR,1,1787.67773438,2009-12-24,2010-01-03
16,Mallorca,ESP,1,1785.58300781,2009-12-24,2010-01-03
17,Werder,GER,1,1785.52868652,2009-12-24,2010-01-09
18,Roma,ITA,1,1783.62927246,2009-12-24,2010-01-06
19,Lille,FRA,1,1782.84960938,2009-12-24,2010-01-06
20,Juventus,ITA,1,1776.83862305,2009-12-24,2010-01-06
21,Lyon,FRA,1,1773.56079102,2009-12-24,2010-01-06
22,Marseille,FRA,1,1772.70581055,2009-12-24,2010-01-06
23,Fiorentina,ITA,1,1767.3157959,2009-12-21,2010-01-02
24,Tottenham,ENG,1,1767.24902344,2009-12-29,2010-01-02
25,Schalke,GER,1,1764.14489746,2009-12-29,2010-01-02
26,Leverkusen,GER,1,1762.80285645,2009-12-29,2010-01-02
27,Villarreal,ESP,1,1760.64953613,2009-12-28,2010-01-02
28,Benfica,POR,1,1760.35241699,2009-12-28,2010-01-09
29,Hamburg,GER,1,1759.95324707,2009-12-28,2010-01-09
30,Dortmund,GER,1,1756.25341797,2009-12-30,2010-01-09
31,Wolfsburg,GER,1,1751.02587891,2009-12-30,2010-01-09
32,Depor,ESP,1,1748.95361328,2009-12-30,2010-01-03
33,Aston Villa,ENG,1,1748.50256348,2009-12-30,2010-01-09
34,Man City,ENG,1,1745.52185059,2009-12-29,2010-01-02
35,PSV,NED,1,1740.8651123,2009-12-29,2010-01-02
36,Atletico,ESP,1,1738.46020508,2009-12-21,2010-01-02
37,Fulham,ENG,1,1737.5345459,2009-12-29,2010-01-05
38,Getafe,ESP,1,1728.23803711,2009-12-20,2010-01-03
39,Paris SG,FRA,1,1721.42944336,2009-12-24,2010-01-16
40,Bilbao,ESP,1,1718.80664062,2009-12-20,2010-01-03
41,Rubin Kazan,RUS,1,1715.09265137,2009-12-24,2010-01-03
42,Stuttgart,GER,1,1714.12072754,2009-12-24,2010-01-03
43,Rennes,FRA,1,1711.08410645,2009-12-24,2010-01-09
44,Everton,ENG,1,1708.42211914,2009-12-29,2010-01-09
45,Auxerre,FRA,1,1705.02270508,2009-12-29,2010-01-09
46,CSKA Moskva,RUS,1,1704.2689209,2009-12-29,2010-01-09
47,Genoa,ITA,1,1697.64123535,2009-12-24,2010-01-06
48,Anderlecht,BEL,1,1697.02954102,2009-12-31,2010-01-09
49,Palermo,ITA,1,1696.5456543,2009-12-31,2010-01-06
50,Osasuna,ESP,1,1691.15930176,2009-12-24,2010-01-03
51,Panathinaikos,GRE,1,1688.07458496,2009-12-24,2010-01-03
52,Santander,ESP,1,1687.65783691,2009-12-24,2010-01-03
53,Hoffenheim,GER,1,1683.3059082,2009-12-24,2010-01-02
54,Zenit,RUS,1,1683.08129883,2009-12-24,2010-01-02
55,Udinese,ITA,1,1682.92419434,2009-12-24,2010-01-02
56,Olympiakos,GRE,1,1682.73510742,2009-12-24,2010-01-02
57,Espanyol,ESP,1,1681.03491211,2009-12-24,2010-01-02
58,Sporting,POR,1,1680.44262695,2009-12-24,2010-01-06
