Rank,Club,Country,Level,Elo,From,To
86,Dynamo Kyiv,UKR,1,1626.52941895,2020-12-31,2021-01-02
87,Rennes,FRA,1,1624.18505859,2020-12-31,2021-01-02
88,Alkmaar,NED,1,1624.15637207,2020-12-31,2021-01-02
89,Sheffield United,ENG,1,1620.09265137,2020-12-30,2021-01-02
90,Mainz,GER,1,1615.48278809,2020-12-27,2021-01-02
91,Sampdoria,ITA,1,1613.52331543,2020-12-27,2021-01-02
92,Fulham,ENG,1,1605.75,2020-12-27,2021-01-03
93,Midtjylland,DEN,1,1603.75549316,2020-12-27,2021-01-03
94,Duesseldorf,GER,2,1602.21740723,2020-12-27,2021-01-03
95,Montpellier,FRA,1,1600.38098145,2020-12-24,2021-01-03
96,Verona,ITA,1,1600.26989746,2020-12-24,2021-01-03
97,Celtic,SCO,1,1598.35913086,2020-12-31,2021-01-02
98,Bielefeld,GER,1,1598.16796875,2020-12-31,2021-01-02
99,Monaco,FRA,1,1594.9675293,2020-12-27,2021-01-02
100,Udinese,ITA,1,1594.73913574,2020-12-27,2021-01-02
None,Bologna,ITA,1,1594.43896484,2020-12-27,2021-01-02
None,Cagliari,ITA,1,1593.25415039,2020-12-24,2021-01-03
None,Huesca,ESP,1,1589.26025391,2020-12-31,2021-01-03
None,Cadiz,ESP,1,1587.48168945,2020-12-30,2021-01-04
None,Elche,ESP,1,1587.24230957,2020-12-31,2021-01-03
None,Feyenoord,NED,1,1586.83117676,2020-12-24,2021-01-10
None,Almeria,ESP,2,1585.95324707,2020-12-21,2021-01-03
None,Basel,SUI,1,1584.35351562,2020-12-24,2021-01-23
None,Reims,FRA,1,1583.01000977,2020-12-24,2021-01-06
None,Norwich,ENG,2,1582.66760254,2020-12-30,2021-01-02
None,Benevento,ITA,1,1581.34777832,2020-12-24,2021-01-03
None,PAOK,GRE,1,1580.83972168,2020-12-21,2021-01-03
None,Schalke,GER,1,1578.56005859,2020-12-20,2021-01-02
None,Rapid Wien,AUT,1,1576.85266113,2020-12-20,2021-01-22
None,Rayo Vallecano,ESP,2,1575.55285645,2020-12-21,2021-01-02
None,Angers,FRA,1,1575.19006348,2020-12-24,2021-01-06
None,Parma,ITA,1,1573.31237793,2020-12-23,2021-01-03
None,Swansea,ENG,2,1572.65368652,2020-12-31,2021-01-02
None,FC Krasnodar,RUS,1,1572.15942383,2020-12-18,2021-02-18
None,Bordeaux,FRA,1,1571.39306641,2020-12-24,2021-01-06
None,Torino,ITA,1,1571.3638916,2020-12-24,2021-01-03
None,Guimaraes,POR,1,1567.26171875,2020-12-30,2021-01-09
None,West Brom,ENG,1,1565.12866211,2020-12-30,2021-01-02
None,Hamburg,GER,2,1563.79577637,2020-12-22,2021-01-03
None,Genk,BEL,1,1563.04284668,2020-12-28,2021-01-06
None,APOEL,CYP,0,1561.55407715,2020-12-11,2021-07-01
None,CSKA Moskva,RUS,1,1561.13806152,2020-12-18,2021-02-18
None,Antwerp,BEL,1,1561.11767578,2020-12-28,2021-01-10
None,Metz,FRA,1,1561.10253906,2020-12-24,2021-01-06
None,M Tel Aviv,ISR,1,1559.18835449,2020-12-29,2021-01-04
None,CFR Cluj,ROM,1,1558.40490723,2020-12-23,2021-01-14
None,Wolfsberg,AUT,1,1558.23828125,2020-12-21,2021-01-17
None,Nice,FRA,1,1556.67871094,2020-12-24,2021-01-06
None,Galatasaray,TUR,1,1555.69433594,2020-12-27,2021-01-02
None,Holstein,GER,2,1554.45373535,2020-12-21,2021-01-03
None,Ferencvaros,HUN,1,1552.01928711,2020-12-20,2021-01-20
None,Girona,ESP,2,1551.53564453,2020-12-22,2021-01-04
None,Zorya,UKR,1,1550.68701172,2020-12-14,2021-02-13
None,Bodoe Glimt,NOR,1,1550.65515137,2020-12-20,2021-02-18
None,Malmoe,SWE,1,1548.46704102,2020-12-07,2021-04-10
None,Bochum,GER,2,1548.3536377,2020-12-19,2021-01-02
None,Molde,NOR,1,1547.30407715,2020-12-20,2021-02-18
None,Genoa,ITA,1,1543.4152832,2020-12-24,2021-01-03
None,FC Kobenhavn,DEN,1,1540.18908691,2020-12-21,2021-02-03
None,Charleroi,BEL,1,1540.17919922,2020-12-28,2021-01-09
None,Gijon,ESP,2,1539.44726562,2020-12-22,2021-01-04
None,Strasbourg,FRA,1,1539.34863281,2020-12-24,2021-01-06
None,Brest,FRA,1,1538.38647461,2020-12-24,2021-01-06
None,Spartak Moskva,RUS,1,1535.85009766,2020-12-17,2021-02-18
None,Cardiff,ENG,2,1535.37158203,2020-12-30,2021-01-16
None,Lok Moskva,RUS,1,1535.29370117,2020-12-18,2021-02-18
None,Sparta Praha,CZE,1,1535.24829102,2020-12-23,2021-01-17
None,Rijeka,CRO,1,1535.02148438,2020-12-14,2021-01-19
None,Besiktas,TUR,1,1534.84387207,2020-12-29,2021-01-03
None,Heidenheim,GER,2,1534.65490723,2020-12-19,2021-01-02
None,Lens,FRA,1,1534.51989746,2020-12-24,2021-01-06
None,Osijek,CRO,1,1533.86730957,2020-12-20,2021-01-22
None,Anderlecht,BEL,1,1533.27575684,2020-12-28,2021-01-10
None,Darmstadt,GER,2,1531.82507324,2020-12-20,2021-01-02
None,Vitesse,NED,1,1531.71435547,2020-12-24,2021-01-09
None,Hannover,GER,2,1530.42468262,2020-12-19,2021-01-03
None,AEK,GRE,1,1530.39172363,2020-12-22,2021-01-03
None,Fuerth,GER,2,1527.5369873,2020-12-20,2021-01-03
None,Stoke,ENG,2,1526.19665527,2020-12-30,2021-01-02
None,Malaga,ESP,2,1525.43615723,2020-12-21,2021-01-03
None,Saint-Etienne,FRA,1,1525.37670898,2020-12-24,2021-01-06
None,Nantes,FRA,1,1521.75012207,2020-12-24,2021-01-06
None,Empoli,ITA,2,1520.48095703,2020-12-31,2021-01-04
None,Oviedo,ESP,2,1520.2454834,2020-12-19,2021-01-03
None,Rio Ave,POR,1,1519.7923584,2020-12-29,2021-01-03
None,Paderborn,GER,2,1519.66162109,2020-12-20,2021-01-04
None,Apollon Lemesos,CYP,0,1518.65319824,2020-12-11,2021-07-20
None,Viktoria Plzen,CZE,1,1518.03588867,2020-12-24,2021-01-17
None,Middlesbrough,ENG,2,1517.82446289,2020-12-30,2021-01-02
None,Razgrad,BUL,1,1515.06030273,2020-12-21,2021-02-15
None,Sturm Graz,AUT,1,1514.41308594,2020-12-20,2021-01-17
None,Fuenlabrada,ESP,2,1514.31311035,2020-12-20,2021-01-02
None,Partizan,SRB,1,1512.75244141,2020-12-17,2021-02-06
None,Bueyueksehir,TUR,1,1510.71630859,2020-12-28,2021-01-02
None,Mirandes,ESP,2,1507.13220215,2020-12-22,2021-01-02
None,Crotone,ITA,1,1507.10229492,2020-12-23,2021-01-03
None,Brondby,DEN,1,1506.38745117,2020-12-21,2021-02-04
None,StGallen,SUI,1,1506.02905273,2020-12-23,2021-01-20
None,Lugo,ESP,2,1504.96472168,2020-12-20,2021-01-04
None,Preston,ENG,2,1504.79858398,2020-12-30,2021-01-02
None,Aue,GER,2,1504.20458984,2020-12-21,2021-01-03
None,Maccabi Haifa,ISR,1,1503.30126953,2020-12-27,2021-01-02
None,CSKA Sofia,BUL,1,1502.99743652,2020-12-19,2021-02-13
None,Reading,ENG,2,1502.54431152,2020-12-31,2021-01-02
None,Blackburn,ENG,2,1502.45141602,2020-12-30,2021-01-02
None,Nuernberg,GER,2,1501.58105469,2020-12-21,2021-01-02
None,Lecce,ITA,2,1501.29333496,2020-12-31,2021-01-04
None,Tenerife,ESP,2,1500.40795898,2020-12-22,2021-01-03
None,Desna,UKR,1,1500.27319336,2020-12-14,2021-02-13
None,Las Palmas,ESP,2,1499.94946289,2020-12-21,2021-01-03
None,Aarhus,DEN,1,1498.84094238,2020-12-21,2021-02-02
None,Troyes,FRA,2,1497.69580078,2020-12-23,2021-01-05
None,Sochi,RUS,1,1497.13024902,2020-12-17,2021-02-18
None,Standard,BEL,1,1494.70861816,2020-12-27,2021-01-11
None,Lugano,SUI,1,1493.3996582,2020-12-24,2021-01-17
None,Trabzonspor,TUR,1,1492.81347656,2020-12-27,2021-01-03
None,Millwall,ENG,2,1492.28552246,2020-12-20,2021-01-02
None,Utrecht,NED,1,1491.85302734,2020-12-28,2021-01-09
None,Rostov,RUS,1,1490.31018066,2020-12-18,2021-02-18
None,Dijon,FRA,1,1490.08850098,2020-12-24,2021-01-06
None,Cittadella,ITA,2,1488.55773926,2020-12-31,2021-01-04
None,Dynamo Moskva,RUS,1,1487.62719727,2020-12-17,2021-02-18
None,Chievo,ITA,2,1487.57043457,2020-12-31,2021-01-04
None,Ponferradina,ESP,2,1487.36669922,2020-12-19,2021-01-03
None,Gent,BEL,1,1486.97644043,2020-12-27,2021-01-10
None,Barnsley,ENG,2,1486.95751953,2020-12-30,2021-01-02
None,Alcorcon,ESP,2,1485.82836914,2020-12-21,2021-01-02
None,Spezia,ITA,1,1485.68164062,2020-12-24,2021-01-03
None,Regensburg,GER,2,1485.50305176,2020-12-19,2021-01-03
None,Huddersfield,ENG,2,1482.88427734,2020-12-30,2021-01-02
None,Derby,ENG,2,1482.61181641,2020-12-30,2021-01-01
None,Alanyaspor,TUR,1,1480.23364258,2020-12-28,2021-01-02
None,Moreirense,POR,1,1478.28063965,2020-12-30,2021-01-03
None,Osnabrueck,GER,2,1477.04431152,2020-12-20,2021-01-03
None,Steaua,ROM,1,1476.26525879,2020-12-22,2021-01-15
None,Fenerbahce,TUR,1,1475.88342285,2020-12-24,2021-01-04
None,Groningen,NED,1,1473.40686035,2020-12-24,2021-01-09
None,Bristol City,ENG,2,1472.48840332,2020-12-30,2021-01-16
None,Famalicao,POR,1,1471.88134766,2020-12-28,2021-01-03
None,Omonia,CYP,0,1470.26477051,2020-12-11,2021-07-20
None,Clermont,FRA,2,1469.68920898,2020-12-23,2021-01-05
None,Karlsruhe,GER,2,1468.56591797,2020-12-22,2021-01-02
None,Gaziantep FK,TUR,1,1467.39453125,2020-12-28,2021-01-02
None,Slovan Liberec,CZE,1,1467.15148926,2020-12-23,2021-01-16
None,Craiova,ROM,1,1465.48132324,2020-12-23,2021-01-12
None,Rosenborg,NOR,1,1465.42578125,2020-12-23,2021-02-18
None,Nimes,FRA,1,1465.40100098,2020-12-24,2021-01-06
None,HNK Gorica,CRO,1,1465.0423584,2020-12-21,2021-01-19
None,Frosinone,ITA,2,1464.58447266,2020-12-28,2021-01-04
None,Pacos Ferreira,POR,1,1462.60961914,2020-12-28,2021-01-03
None,Maritimo,POR,1,1461.77990723,2020-12-29,2021-01-03
None,Spal,ITA,2,1461.42285156,2020-12-31,2021-01-04
None,Santa Clara,POR,1,1460.50085449,2020-12-30,2021-01-03
None,Monza,ITA,2,1459.54528809,2020-12-31,2021-01-04
None,Luton,ENG,2,1458.96240234,2020-12-30,2021-01-12
None,Brescia,ITA,2,1458.68371582,2020-12-31,2021-01-04
None,Rubin Kazan,RUS,1,1458.57971191,2020-12-18,2021-02-18
None,Zaragoza,ESP,2,1458.43530273,2020-12-20,2021-01-02
None,Boavista,POR,1,1457.6932373,2020-12-29,2021-01-03
None,Austria Wien,AUT,1,1457.09350586,2020-12-21,2021-01-23
None,Jablonec,CZE,1,1454.74304199,2020-12-23,2021-01-15
None,Lorient,FRA,1,1454.53674316,2020-12-24,2021-01-06
None,Gil Vicente,POR,1,1454.30456543,2020-12-28,2021-01-04
None,Forest,ENG,2,1453.43151855,2020-12-30,2021-01-02
None,Amiens,FRA,2,1448.4387207,2020-12-23,2021-01-05
None,Servette,SUI,1,1448.01403809,2020-12-24,2021-01-31
None,Anorthosis,CYP,0,1447.94836426,2020-12-11,2021-07-20
None,Terek Grozny,RUS,1,1447.48876953,2020-12-18,2021-02-18
None,Albacete,ESP,2,1447.20703125,2020-12-22,2021-01-03
None,Kortrijk,BEL,1,1447.09509277,2020-12-27,2021-01-09
None,Panathinaikos,GRE,1,1446.24804688,2020-12-21,2021-01-03
None,Logrones,ESP,2,1446.03356934,2020-12-21,2021-01-02
None,Olexandriya,UKR,1,1445.9630127,2020-12-14,2021-02-14
None,Heerenveen,NED,1,1444.57165527,2020-12-24,2021-01-10
None,Toulouse,FRA,2,1444.3092041,2020-12-23,2021-01-05
None,Salernitana,ITA,2,1442.95727539,2020-12-31,2021-01-04
None,Aberdeen,SCO,1,1440.2409668,2020-12-27,2021-01-02
None,Beer-Sheva,ISR,1,1439.37634277,2020-12-28,2021-01-02
None,Karabakh Agdam,AZE,0,1438.69885254,2020-12-04,2021-07-07
None,Hartberg,AUT,1,1438.20666504,2020-12-20,2021-01-23
None,Grenoble,FRA,2,1437.28955078,2020-12-23,2021-01-05
None,Legia,POL,1,1436.62414551,2020-12-19,2021-01-31
None,Nordsjaelland,DEN,1,1436.14538574,2020-12-22,2021-02-04
None,Pordenone,ITA,2,1434.71057129,2020-12-31,2021-01-04
None,Sheffield Weds,ENG,2,1434.58276367,2020-12-30,2021-01-01
None,Lech,POL,1,1434.13061523,2020-12-20,2021-01-30
None,Djurgarden,SWE,1,1434.12744141,2020-12-07,2021-04-11
None,Cartagena,ESP,2,1434.07519531,2020-12-21,2021-01-02
None,Sandhausen,GER,2,1433.10266113,2020-12-21,2021-01-03
None,Sivasspor,TUR,1,1432.8581543,2020-12-29,2021-01-02
None,QPR,ENG,2,1432.38549805,2020-12-30,2021-01-12
None,Aalborg,DEN,1,1431.05493164,2020-12-21,2021-02-03
None,Venezia,ITA,2,1431.0267334,2020-12-31,2021-01-04
None,Castellon,ESP,2,1430.10778809,2020-12-20,2021-01-03
None,Pisa,ITA,2,1429.18896484,2020-12-28,2021-01-04
None,Randers,DEN,1,1428.54968262,2020-12-21,2021-02-02
None,Sabadell,ESP,2,1428.51708984,2020-12-20,2021-01-04
None,Hajduk,CRO,1,1427.85253906,2020-12-21,2021-01-22
None,Aris,GRE,1,1427.43103027,2020-12-20,2021-01-04
None,St Pauli,GER,2,1426.72277832,2020-12-21,2021-01-03
None,Belenenses,POR,1,1426.62805176,2020-12-28,2021-01-04
None,Norrkoeping,SWE,1,1426.33068848,2020-12-07,2021-04-11
None,Videoton,HUN,1,1426.0645752,2020-12-19,2021-01-23
None,Heracles,NED,1,1424.89013672,2020-12-24,2021-01-09
None,St Poelten,AUT,1,1424.78796387,2020-12-20,2021-01-23
None,Lok Zagreb,CRO,1,1424.47790527,2020-12-14,2021-01-22
None,Auxerre,FRA,2,1423.32226562,2020-12-23,2021-01-05
None,Zuerich,SUI,1,1423.10217285,2020-12-24,2021-01-23
None,Luzern,SUI,1,1422.91992188,2020-12-24,2021-02-04
None,Zulte Waregem,BEL,1,1421.86694336,2020-12-30,2021-01-09
None,Sverdlovsk,RUS,1,1420.78588867,2020-12-19,2021-02-18
None,Haecken,SWE,1,1417.37866211,2020-12-07,2021-04-11
None,Banik Ostrava,CZE,1,1416.57080078,2020-12-24,2021-01-17
None,Cosenza,ITA,2,1415.89099121,2020-12-31,2021-01-04
None,Mechelen,BEL,1,1414.78564453,2020-12-28,2021-01-10
None,St Truiden,BEL,1,1411.52807617,2020-12-31,2021-01-10
None,Braunschweig,GER,2,1411.01550293,2020-12-20,2021-01-03
None,Portimonense,POR,1,1409.80126953,2020-12-30,2021-01-04
None,Birmingham,ENG,2,1409.1081543,2020-12-30,2021-01-02
None,FK Astana,KAZ,0,1409.0213623,2020-09-18,2021-07-07
None,Sparta Rotterdam,NED,1,1407.8013916,2020-12-23,2021-01-10
None,Cremonese,ITA,2,1405.00488281,2020-12-31,2021-01-04
None,Valerenga,NOR,1,1404.49047852,2020-12-23,2021-02-18
None,Caen,FRA,2,1403.50842285,2020-12-23,2021-01-05
None,Tondela,POR,1,1402.52038574,2020-12-28,2021-01-03
None,Hatayspor,TUR,1,1401.22802734,2020-12-30,2021-01-02
None,Odense,DEN,1,1401.14221191,2020-12-21,2021-02-03
None,AIK,SWE,1,1401.03015137,2020-12-07,2021-04-12
None,BATE,BLR,1,1400.6463623,2020-11-29,2021-03-14
None,Leuven,BEL,1,1400.46618652,2020-12-27,2021-01-10
None,Twente,NED,1,1400.36279297,2020-12-23,2021-01-09
None,Kolos,UKR,1,1399.76696777,2020-12-13,2021-02-14
None,Tula,RUS,1,1398.4486084,2020-12-17,2021-02-18
None,Pogon,POL,1,1398.29443359,2020-12-20,2021-01-29
None,Paris FC,FRA,2,1397.91113281,2020-12-23,2021-01-05
None,Sion,SUI,1,1397.84204102,2020-12-24,2021-01-17
None,FC Khimki,RUS,1,1396.00170898,2020-12-18,2021-02-18
None,Willem II,NED,1,1395.98730469,2020-12-24,2021-01-10
None,Ilichivets,UKR,1,1395.90136719,2020-12-14,2021-02-14
None,Konyaspor,TUR,1,1395.47277832,2020-12-29,2021-01-02
None,Slovacko,CZE,1,1395.3104248,2020-12-24,2021-01-16
None,Valenciennes,FRA,2,1394.90258789,2020-12-23,2021-01-05
None,Elfsborg,SWE,1,1394.71240234,2020-12-07,2021-04-11
None,Hammarby,SWE,1,1394.62915039,2020-12-07,2021-04-10
None,Le Havre,FRA,2,1394.53674316,2020-12-23,2021-01-05
None,Beerschot AC,BEL,1,1394.42810059,2020-12-31,2021-01-10
None,Zwolle,NED,1,1393.57702637,2020-12-24,2021-01-09
None,Kasimpasa,TUR,1,1393.43041992,2020-12-28,2021-01-04
None,Coventry,ENG,2,1393.39489746,2020-12-30,2021-01-02
None,Nacional,POR,1,1392.28735352,2020-12-28,2021-01-08
None,Eupen,BEL,1,1391.02929688,2020-12-30,2021-01-06
None,Ufa,RUS,1,1390.87573242,2020-12-18,2021-02-18
None,Wuerzburg,GER,2,1388.80529785,2020-12-20,2021-01-02
None,Vorskla,UKR,1,1387.66918945,2020-12-13,2021-02-14
None,Wattens,AUT,1,1387.54760742,2020-12-21,2021-01-24
None,Vicenza,ITA,2,1386.78515625,2020-12-31,2021-01-04
None,Ried,AUT,1,1386.12316895,2020-12-21,2021-01-23
None,Soligorsk,BLR,1,1385.7989502,2020-11-29,2021-03-13
None,Fatih Karaguemruek,TUR,1,1385.41259766,2020-12-27,2021-01-03
None,Farense,POR,1,1385.20922852,2020-12-28,2021-01-04
None,Sochaux,FRA,2,1384.91662598,2020-12-23,2021-01-05
None,Lausanne,SUI,1,1384.80651855,2020-12-24,2021-01-23
None,Sigma Olomouc,CZE,1,1384.54663086,2020-12-23,2021-01-16
None,Goeztepe,TUR,1,1384.34924316,2020-12-27,2021-01-06
None,Ajaccio,FRA,2,1383.95507812,2020-12-23,2021-01-05
None,Reggina,ITA,2,1383.80395508,2020-12-31,2021-01-04
None,Hibernian,SCO,1,1383.78662109,2020-12-31,2021-01-02
None,Mouscron,BEL,1,1383.4041748,2020-12-28,2021-01-09
None,Viking,NOR,1,1381.56335449,2020-12-20,2021-02-18
None,Altach,AUT,1,1381.52709961,2020-12-20,2021-01-24
None,Novi Sad,SRB,1,1381.14257812,2020-12-18,2021-02-05
None,Oostende,BEL,1,1379.65319824,2020-12-27,2021-01-09
None,Kristiansund,NOR,1,1379.57971191,2020-12-23,2021-02-18
None,SonderjyskE,DEN,1,1378.52563477,2020-12-21,2021-02-04
None,Malatyaspor,TUR,1,1377.1126709,2020-12-28,2021-01-02
None,Dinamo Brest,BLR,1,1375.68359375,2020-11-29,2021-03-20
None,Astra,ROM,1,1375.49682617,2020-12-22,2021-01-15
None,Piast Gliwice,POL,1,1375.35827637,2020-12-21,2021-01-31
None,Reggiana,ITA,2,1375.23095703,2020-12-31,2021-01-04
None,Guingamp,FRA,2,1374.17614746,2020-12-23,2021-01-05
None,Sepsi,ROM,1,1373.3059082,2020-12-22,2021-01-12
None,Antalyaspor,TUR,1,1372.19177246,2020-12-30,2021-01-02
None,Slovan Bratislava,SLK,0,1371.84301758,2020-09-25,2021-07-06
None,Olimpik Donetsk,UKR,1,1370.37426758,2020-12-12,2021-02-13
None,Dunajska,SLK,0,1370.3260498,2020-09-25,2021-07-06
None,Rizespor,TUR,1,1370.26623535,2020-12-29,2021-01-03
None,Rotherham,ENG,2,1370.0982666,2020-12-30,2021-01-16
None,Beroe Stara Zagora,BUL,1,1368.55847168,2020-12-20,2021-02-13
None,Lok Plovdiv,BUL,1,1366.43945312,2020-12-15,2021-02-13
None,Lubin,POL,1,1365.67053223,2020-12-20,2021-01-29
None,Slaven Belupo,CRO,1,1363.60656738,2020-12-14,2021-01-24
None,Bohemians Praha,CZE,1,1362.69897461,2020-12-21,2021-01-16
None,Viitorul,ROM,1,1361.63623047,2020-12-20,2021-01-10
None,Rakow,POL,1,1361.15698242,2020-12-21,2021-01-29
None,Asteras Tripolis,GRE,1,1358.63745117,2020-12-22,2021-01-03
None,Maribor,SVN,1,1357.88305664,2020-12-21,2021-02-10
None,Botosani,ROM,1,1356.97668457,2020-12-21,2021-01-14
None,Slask,POL,1,1356.79260254,2020-12-18,2021-02-01
None,Wycombe,ENG,2,1356.63354492,2020-12-30,2021-01-02
None,Zilina,SLK,0,1354.58410645,2020-09-25,2021-07-06
None,Ceske Budejovice,CZE,1,1354.0715332,2020-12-20,2021-01-17
None,Atromitos,GRE,1,1352.49841309,2020-12-15,2021-01-04
None,Cukaricki,SRB,1,1352.13305664,2020-12-17,2021-02-06
None,Beitar,ISR,1,1350.86071777,2020-12-29,2021-01-02
None,Pescara,ITA,2,1350.64318848,2020-12-31,2021-01-04
None,Cracovia,POL,1,1350.37060547,2020-12-20,2021-01-30
None,Entella,ITA,2,1349.73413086,2020-12-31,2021-01-04
None,Ruzomberok,SLK,0,1348.80334473,2020-09-25,2021-07-01
None,Stabaek,NOR,1,1347.83068848,2020-12-23,2021-02-18
None,Haugesund,NOR,1,1347.82165527,2020-12-23,2021-02-18
None,Gornik,POL,1,1346.99316406,2020-12-21,2021-01-30
None,Tambov,RUS,1,1345.04541016,2020-12-19,2021-02-18
None,Lechia,POL,1,1343.70324707,2020-12-20,2021-01-30
None,Odd Grenland,NOR,1,1343.2388916,2020-12-23,2021-02-18
