Rank,Club,Country,Level,Elo,From,To
1,Real Madrid,ESP,1,2050.40209961,2016-12-11,2017-01-07
2,Barcelona,ESP,1,2017.78613281,2016-12-19,2017-01-08
3,Bayern,GER,1,2007.80847168,2016-12-22,2017-01-20
4,Atletico,ESP,1,1935.47741699,2016-12-18,2017-01-07
5,Juventus,ITA,1,1917.67797852,2016-12-18,2017-01-08
6,Chelsea,ENG,1,1876.36877441,2017-01-01,2017-01-04
7,Dortmund,GER,1,1875.30566406,2017-01-01,2017-01-04
8,Arsenal,ENG,1,1871.21105957,2016-12-27,2017-01-01
9,Paris SG,FRA,1,1851.8638916,2017-01-01,2017-01-02
10,Man City,ENG,1,1849.75500488,2017-01-01,2017-01-02
11,Liverpool,ENG,1,1846.6204834,2017-01-01,2017-01-02
12,Sevilla,ESP,1,1833.12756348,2016-12-20,2017-01-01
13,Tottenham,ENG,1,1826.25891113,2016-12-29,2017-01-01
14,Shakhtar,UKR,1,1821.20568848,2016-12-29,2017-01-07
15,Benfica,POR,1,1818.82543945,2016-12-29,2017-01-07
16,Man United,ENG,1,1807.29528809,2017-01-01,2017-01-02
17,Napoli,ITA,1,1801.44628906,2016-12-27,2017-01-07
18,Roma,ITA,1,1788.64013672,2016-12-23,2017-01-08
19,Leverkusen,GER,1,1784.06079102,2016-12-22,2017-01-15
20,Monaco,FRA,1,1779.36315918,2016-12-22,2017-01-15
21,Bilbao,ESP,1,1778.6652832,2016-12-22,2017-01-08
22,Villarreal,ESP,1,1775.2310791,2016-12-20,2017-01-08
23,Sociedad,ESP,1,1773.53442383,2016-12-18,2017-01-07
24,Porto,POR,1,1761.1184082,2016-12-20,2017-01-07
25,Zenit,RUS,1,1752.3416748,2016-12-13,2017-02-16
26,Lyon,FRA,1,1732.15478516,2016-12-29,2017-01-08
27,Leicester,ENG,1,1731.60107422,2017-01-01,2017-01-02
28,Dynamo Kyiv,UKR,1,1731.58837891,2017-01-01,2017-01-02
29,Schalke,GER,1,1728.66503906,2017-01-01,2017-01-08
30,Celta,ESP,1,1727.08447266,2017-01-01,2017-01-08
31,Malaga,ESP,1,1724.19494629,2017-01-01,2017-01-08
32,Hoffenheim,GER,1,1721.74450684,2017-01-01,2017-01-08
33,Southampton,ENG,1,1714.78442383,2017-01-01,2017-01-02
34,Frankfurt,GER,1,1713.89746094,2016-12-22,2017-01-16
35,Nice,FRA,1,1712.95031738,2016-12-22,2017-01-15
36,Koeln,GER,1,1710.8918457,2016-12-22,2017-01-15
37,Gladbach,GER,1,1710.69335938,2016-12-22,2017-01-15
38,Hertha,GER,1,1707.59265137,2016-12-31,2017-01-15
39,Everton,ENG,1,1707.39562988,2016-12-31,2017-01-02
40,Espanyol,ESP,1,1704.27416992,2016-12-27,2017-01-02
41,Lazio,ITA,1,1698.59667969,2016-12-27,2017-01-07
42,Wolfsburg,GER,1,1698.01403809,2016-12-27,2017-01-07
43,Las Palmas,ESP,1,1697.55310059,2016-12-27,2017-01-07
44,Sporting,POR,1,1697.53991699,2016-12-27,2017-01-08
45,CSKA Moskva,RUS,1,1695.48376465,2016-12-27,2017-01-08
46,PSV,NED,1,1694.91113281,2016-12-27,2017-01-08
47,Fenerbahce,TUR,1,1694.69189453,2016-12-27,2017-01-08
48,Milan,ITA,1,1693.69677734,2016-12-27,2017-01-08
49,RB Leipzig,GER,1,1693.42297363,2016-12-27,2017-01-14
50,Ajax,NED,1,1692.46142578,2016-12-27,2017-01-15
51,Valencia,ESP,1,1690.8404541,2016-12-27,2017-01-09
52,Fiorentina,ITA,1,1682.7298584,2016-12-23,2017-01-08
53,FC Kobenhavn,DEN,1,1682.37536621,2016-12-23,2017-01-08
54,Besiktas,TUR,1,1679.39782715,2016-12-25,2017-01-02
55,Inter,ITA,1,1678.81860352,2016-12-25,2017-01-02
56,Mainz,GER,1,1677.30529785,2017-01-01,2017-01-02
57,Basel,SUI,1,1677.0736084,2017-01-01,2017-01-02
58,Rostov,RUS,1,1675.06213379,2017-01-01,2017-01-02
59,West Brom,ENG,1,1675.00097656,2017-01-01,2017-01-02
60,Betis,ESP,1,1674.24377441,2016-12-27,2017-01-08
61,West Ham,ENG,1,1673.26123047,2017-01-01,2017-01-02
62,FC Krasnodar,RUS,1,1673.2142334,2017-01-01,2017-01-02
63,Anderlecht,BEL,1,1672.78869629,2017-01-01,2017-01-02
64,Eibar,ESP,1,1672.65979004,2017-01-01,2017-01-02
65,Depor,ESP,1,1667.82019043,2017-01-01,2017-01-02
66,Augsburg,GER,1,1667.01660156,2016-12-27,2017-01-02
