Rank,Club,Country,Level,Elo,From,To
1,Barcelona,ESP,1,2060.63110352,2011-12-16,2012-01-08
2,Real Madrid,ESP,1,2033.75964355,2011-12-18,2012-01-07
3,Man United,ENG,1,1922.8013916,2012-01-01,2012-01-04
4,Porto,POR,1,1919.79736328,2011-12-18,2012-01-04
5,Bayern,GER,1,1898.87438965,2011-12-27,2012-01-20
6,Man City,ENG,1,1894.98132324,2011-12-27,2012-01-01
7,Benfica,POR,1,1851.6328125,2012-01-01,2012-01-08
8,Chelsea,ENG,1,1847.19848633,2012-01-01,2012-01-02
9,Arsenal,ENG,1,1833.47058105,2012-01-01,2012-01-02
10,Valencia,ESP,1,1829.11474609,2011-12-19,2012-01-02
11,Dortmund,GER,1,1824.80700684,2011-12-19,2012-01-02
12,Tottenham,ENG,1,1814.59570312,2012-01-01,2012-01-03
13,Liverpool,ENG,1,1804.86206055,2011-12-31,2012-01-03
14,Milan,ITA,1,1798.59936523,2011-12-31,2012-01-03
15,Zenit,RUS,1,1792.9465332,2011-12-21,2012-01-14
16,Schalke,GER,1,1792.92297363,2011-12-21,2012-01-14
17,Shakhtar,UKR,1,1790.67822266,2011-12-18,2012-01-21
18,Marseille,FRA,1,1772.57922363,2011-12-21,2012-01-15
19,Lille,FRA,1,1765.44775391,2011-12-22,2012-01-15
20,Leverkusen,GER,1,1763.23022461,2011-12-22,2012-01-22
21,PSV,NED,1,1761.67602539,2011-12-22,2012-01-22
22,Lyon,FRA,1,1757.01843262,2011-12-22,2012-01-14
23,Inter,ITA,1,1748.22912598,2011-12-22,2012-01-07
24,Sevilla,ESP,1,1742.83044434,2011-12-18,2012-01-08
25,Ajax,NED,1,1736.69140625,2011-12-19,2012-01-01
26,Dynamo Kyiv,UKR,1,1734.09606934,2011-12-19,2012-01-01
27,Bilbao,ESP,1,1732.44726562,2011-12-19,2012-01-01
28,Everton,ENG,1,1730.46386719,2011-12-27,2012-01-01
29,Braga,POR,1,1730.25354004,2011-12-22,2012-01-04
30,Atletico,ESP,1,1728.58312988,2011-12-22,2012-01-04
31,Napoli,ITA,1,1728.29931641,2011-12-22,2012-01-04
32,Werder,GER,1,1728.29077148,2011-12-22,2012-01-04
33,Osasuna,ESP,1,1727.37841797,2011-12-22,2012-01-07
34,CSKA Moskva,RUS,1,1726.62536621,2011-12-22,2012-01-15
35,Gladbach,GER,1,1725.82080078,2011-12-22,2012-01-15
36,Juventus,ITA,1,1719.40673828,2011-12-28,2012-01-04
37,Twente,NED,1,1719.35168457,2011-12-28,2012-01-04
38,Paris SG,FRA,1,1718.6895752,2011-12-28,2012-01-04
39,Levante,ESP,1,1718.31933594,2011-12-28,2012-01-04
40,Udinese,ITA,1,1714.9564209,2011-12-28,2012-01-04
41,Anderlecht,BEL,1,1714.4453125,2011-12-28,2012-01-04
42,Metalist,UKR,1,1712.64868164,2011-12-31,2012-01-04
43,Stuttgart,GER,1,1712.13122559,2011-12-31,2012-01-04
44,Rubin Kazan,RUS,1,1711.03967285,2011-12-31,2012-01-04
45,Aston Villa,ENG,1,1709.88586426,2012-01-01,2012-01-02
46,Newcastle,ENG,1,1707.49194336,2012-01-01,2012-01-02
47,Malaga,ESP,1,1705.4954834,2012-01-01,2012-01-02
48,Basel,SUI,1,1703.1661377,2012-01-01,2012-01-02
49,Lazio,ITA,1,1702.45629883,2012-01-01,2012-01-02
50,Hannover,GER,1,1702.30151367,2012-01-01,2012-01-02
51,Olympiakos,GRE,1,1701.11425781,2012-01-01,2012-01-02
52,Sporting,POR,1,1698.42834473,2012-01-01,2012-01-02
53,Spartak Moskva,RUS,1,1688.25878906,2011-12-22,2012-01-02
54,Hertha,GER,1,1687.17602539,2012-01-01,2012-01-02
55,Fenerbahce,TUR,1,1687.03771973,2012-01-01,2012-01-02
56,Hamburg,GER,1,1686.90209961,2012-01-01,2012-01-02
57,Fulham,ENG,1,1686.75695801,2012-01-01,2012-01-02
58,Mainz,GER,1,1683.37036133,2011-12-27,2012-01-02
59,Espanyol,ESP,1,1682.875,2011-12-27,2012-01-02
60,Hoffenheim,GER,1,1681.52001953,2011-12-27,2012-01-02
61,Villarreal,ESP,1,1678.05383301,2012-01-01,2012-01-02
62,Stoke,ENG,1,1675.71008301,2012-01-01,2012-01-02
63,Roma,ITA,1,1674.86987305,2011-12-22,2012-01-08
64,Getafe,ESP,1,1670.70727539,2011-12-18,2012-01-03
65,Wolfsburg,GER,1,1668.51025391,2011-12-18,2012-01-03
66,Montpellier,FRA,1,1666.54174805,2011-12-22,2012-01-03
67,Mallorca,ESP,1,1664.48950195,2011-12-18,2012-01-03
68,Lok Moskva,RUS,1,1660.91040039,2011-12-27,2012-01-03
69,Betis,ESP,1,1660.71862793,2011-12-27,2012-01-03
70,Koeln,GER,1,1658.98181152,2011-12-27,2012-01-01
71,Gijon,ESP,1,1658.47839355,2011-12-27,2012-01-01
72,West Brom,ENG,1,1658.15319824,2011-12-27,2012-01-01
73,Depor,ESP,2,1656.98876953,2011-12-19,2012-01-07
74,Dynamo Moskva,RUS,1,1655.89733887,2011-12-19,2012-01-08
75,Nuernberg,GER,1,1655.41967773,2011-12-19,2012-01-07
76,Lautern,GER,1,1651.0369873,2011-12-27,2012-01-07
77,Santander,ESP,1,1650.21704102,2011-12-27,2012-01-01
78,Alkmaar,NED,1,1650.03405762,2011-12-27,2012-01-01
79,Standard,BEL,1,1649.61755371,2011-12-27,2012-01-01
80,Toulouse,FRA,1,1648.62280273,2011-12-22,2012-01-01
81,Sunderland,ENG,1,1647.90478516,2011-12-27,2012-01-01
82,Elche,ESP,2,1644.85314941,2011-12-22,2012-01-07
83,Brugge,BEL,1,1640.55773926,2011-12-27,2012-01-08
84,APOEL,CYP,0,1638.70178223,2011-12-27,2012-01-08
85,Bordeaux,FRA,1,1637.47644043,2011-12-22,2012-01-08
86,Sociedad,ESP,1,1635.68652344,2011-12-22,2012-01-07
87,Rennes,FRA,1,1635.40124512,2011-12-22,2012-01-08
88,Saint-Etienne,FRA,1,1632.76452637,2011-12-22,2012-01-04
89,Fiorentina,ITA,1,1631.79919434,2011-12-22,2012-01-04
90,Panathinaikos,GRE,1,1629.36523438,2011-12-22,2012-01-02
91,Zaragoza,ESP,1,1629.16430664,2011-12-22,2012-01-02
92,Blackburn,ENG,1,1627.94226074,2012-01-01,2012-01-02
93,Rayo Vallecano,ESP,1,1627.85534668,2012-01-01,2012-01-08
94,Frankfurt,GER,2,1627.83642578,2012-01-01,2012-01-14
95,Besiktas,TUR,1,1627.32788086,2012-01-01,2012-01-04
96,Duesseldorf,GER,2,1624.58544922,2012-01-01,2012-01-04
97,Genk,BEL,1,1623.56164551,2012-01-01,2012-01-07
98,Fuerth,GER,2,1622.15905762,2012-01-01,2012-01-07
99,Valladolid,ESP,2,1621.46069336,2012-01-01,2012-01-07
100,Almeria,ESP,2,1619.28442383,2012-01-01,2012-01-02
None,Auxerre,FRA,1,1617.47998047,2012-01-01,2012-01-14
None,Valenciennes,FRA,1,1615.41796875,2011-12-22,2012-01-14
None,Trabzonspor,TUR,1,1615.08703613,2011-12-23,2012-01-03
None,Swansea,ENG,1,1614.57592773,2012-01-01,2012-01-02
None,Sparta Praha,CZE,1,1613.75183105,2011-12-07,2012-02-16
None,Gent,BEL,1,1613.32897949,2011-12-27,2012-01-14
None,Hercules,ESP,2,1613.20422363,2011-12-18,2012-01-07
None,Lorient,FRA,1,1610.00219727,2011-12-22,2012-01-14
None,Augsburg,GER,1,1609.06420898,2011-12-18,2012-01-21
None,Granada,ESP,1,1608.1932373,2011-12-19,2012-01-07
None,Wigan,ENG,1,1606.24279785,2012-01-01,2012-01-03
None,Catania,ITA,1,1603.04296875,2011-12-22,2012-01-08
None,West Ham,ENG,2,1601.08325195,2012-01-01,2012-01-02
None,Wolves,ENG,1,1600.33410645,2012-01-01,2012-01-02
None,Genoa,ITA,1,1600.03491211,2011-12-22,2012-01-08
None,Freiburg,GER,1,1598.88244629,2011-12-18,2012-01-21
None,Palermo,ITA,1,1597.43981934,2011-12-22,2012-01-08
None,Norwich,ENG,1,1597.14746094,2012-01-01,2012-01-02
None,Chievo,ITA,1,1596.73046875,2011-12-22,2012-01-08
None,Atalanta,ITA,1,1596.27087402,2011-12-22,2012-01-08
None,Maritimo,POR,1,1596.13623047,2011-12-18,2012-01-08
None,Parma,ITA,1,1595.93493652,2011-12-22,2012-01-07
None,St Pauli,GER,2,1595.55432129,2011-12-20,2012-02-04
None,Bolton,ENG,1,1593.47143555,2012-01-01,2012-01-04
None,Anzhi,RUS,1,1592.44311523,2011-12-16,2012-02-14
None,Birmingham,ENG,2,1591.47387695,2012-01-01,2012-01-02
None,PAOK,GRE,1,1591.00769043,2011-12-19,2012-01-04
None,Celta,ESP,2,1588.86645508,2011-12-18,2012-01-06
None,Brest,FRA,1,1588.32922363,2011-12-22,2012-01-14
None,Young Boys,SUI,1,1588.0802002,2011-12-15,2012-02-05
None,Galatasaray,TUR,1,1587.60205078,2011-12-22,2012-01-03
None,Feyenoord,NED,1,1584.4510498,2011-12-19,2012-01-22
None,Celtic,SCO,1,1582.97473145,2011-12-29,2012-01-02
None,Nancy,FRA,1,1582.76721191,2011-12-21,2012-01-14
None,FC Kobenhavn,DEN,1,1578.33129883,2011-12-16,2012-03-04
None,Caen,FRA,1,1575.76708984,2011-12-22,2012-01-14
None,Nice,FRA,1,1574.51794434,2011-12-22,2012-01-14
None,Kuban,RUS,1,1573.77075195,2011-12-16,2012-02-14
None,Reading,ENG,2,1572.95935059,2012-01-01,2012-01-02
None,Barcelona B,ESP,2,1572.31774902,2011-12-18,2012-01-07
None,QPR,ENG,1,1571.55627441,2012-01-01,2012-01-02
None,Guimaraes,POR,1,1569.95031738,2011-12-18,2012-01-08
None,Sochaux,FRA,1,1568.69091797,2011-12-22,2012-01-14
None,Viktoria Plzen,CZE,1,1568.6809082,2011-12-07,2012-02-16
None,H Tel Aviv,ISR,1,1566.40136719,2012-01-01,2012-01-07
None,Salzburg,AUT,1,1562.37817383,2011-12-19,2012-02-16
None,Rangers,SCO,1,1562.36083984,2011-12-29,2012-01-02
None,Cagliari,ITA,1,1562.13171387,2011-12-21,2012-01-08
None,Sion,SUI,1,1561.84423828,2011-12-15,2012-02-05
None,Zuerich,SUI,1,1559.8470459,2011-12-15,2012-02-04
None,Cardiff,ENG,2,1559.43493652,2012-01-01,2012-01-02
None,Evian TG,FRA,1,1557.68566895,2011-12-22,2012-01-14
None,Blackpool,ENG,2,1556.94311523,2012-01-01,2012-01-02
None,Cordoba,ESP,2,1551.78466797,2011-12-18,2012-01-08
None,Groningen,NED,1,1551.58007812,2011-12-18,2012-01-22
None,Recreativo,ESP,2,1551.4642334,2011-12-18,2012-01-07
None,Middlesbrough,ENG,2,1550.85803223,2012-01-01,2012-01-02
None,Numancia,ESP,2,1550.31079102,2011-12-18,2012-01-07
None,Anorthosis,CYP,0,1550.3034668,2011-12-15,2012-02-14
None,Heerenveen,NED,1,1548.62646484,2011-12-19,2012-01-21
None,Paderborn,GER,2,1546.18237305,2011-12-17,2012-02-03
None,Dnipro,UKR,1,1545.66015625,2011-12-16,2012-02-16
None,Muenchen 60,GER,2,1544.59545898,2011-12-18,2012-02-06
None,Beira Mar,POR,1,1543.05981445,2011-12-19,2012-01-09
None,Siena,ITA,1,1540.09204102,2011-12-21,2012-01-07
None,Alcorcon,ESP,2,1537.60424805,2011-12-17,2012-01-08
None,Nacional,POR,1,1536.56689453,2011-12-19,2012-01-08
None,AEK,GRE,1,1533.13427734,2011-12-19,2012-01-03
None,Academica,POR,1,1532.18017578,2011-12-19,2012-01-06
None,Dinamo Zagreb,CRO,1,1530.85876465,2011-12-08,2012-02-25
None,Bologna,ITA,1,1529.7265625,2011-12-22,2012-01-08
None,Bochum,GER,2,1529.29394531,2011-12-18,2012-02-05
None,FC Krasnodar,RUS,1,1528.57714844,2011-12-16,2012-02-14
None,Luzern,SUI,1,1525.18212891,2011-12-15,2012-02-04
None,Rio Ave,POR,1,1522.96740723,2011-12-17,2012-01-08
None,Clermont,FRA,2,1522.8861084,2011-12-21,2012-01-14
None,Las Palmas,ESP,2,1521.59912109,2011-12-19,2012-01-07
None,Eskisehirspor,TUR,1,1521.00793457,2011-12-22,2012-01-04
None,Xerez,ESP,2,1518.73034668,2011-12-18,2012-01-07
None,Dijon,FRA,1,1518.44384766,2011-12-22,2012-01-14
None,Cesena,ITA,1,1517.6529541,2011-12-22,2012-01-08
None,Bursaspor,TUR,1,1516.95739746,2011-12-23,2012-01-03
None,Olhanense,POR,1,1516.23461914,2011-12-20,2012-01-08
None,Austria Wien,AUT,1,1515.84057617,2011-12-19,2012-02-11
None,Heracles,NED,1,1515.74902344,2011-12-18,2012-01-22
None,Hull,ENG,2,1515.34594727,2012-01-01,2012-01-02
None,Huesca,ESP,2,1514.69384766,2011-12-18,2012-01-07
None,Sedan,FRA,2,1514.46826172,2011-12-20,2012-01-14
None,Jablonec,CZE,1,1513.29577637,2011-12-07,2012-02-16
None,Murcia,ESP,2,1512.85766602,2011-12-18,2012-01-07
None,Steaua,ROM,1,1512.51867676,2011-12-20,2012-02-16
None,CFR Cluj,ROM,1,1512.05236816,2011-12-18,2012-02-16
None,Rapid Wien,AUT,1,1511.72290039,2011-12-18,2012-02-11
None,Spartak Nalchik,RUS,1,1511.48583984,2011-12-16,2012-02-14
None,Vaslui,ROM,1,1511.34069824,2011-12-21,2012-02-16
None,Slovan Liberec,CZE,1,1510.96826172,2011-12-07,2012-02-16
None,Omonia,CYP,0,1510.84838867,2011-12-15,2012-02-14
None,Partizan,SRB,1,1508.79431152,2011-12-11,2012-03-03
None,Torino,ITA,2,1508.14489746,2011-12-18,2012-01-06
None,Dinamo Bucuresti,ROM,1,1506.04821777,2011-12-18,2012-02-16
None,Legia,POL,1,1505.70483398,2011-12-16,2012-02-16
None,Genclerbirligi,TUR,1,1505.59875488,2011-12-23,2012-01-04
None,Burnley,ENG,2,1504.47070312,2012-01-01,2012-01-02
None,Rostov,RUS,1,1503.92907715,2011-12-16,2012-02-14
None,Kortrijk,BEL,1,1502.35437012,2011-12-27,2012-01-14
None,Guadalajara,ESP,2,1501.77062988,2011-12-18,2012-01-07
None,Southampton,ENG,2,1501.47143555,2011-12-31,2012-01-02
None,Utrecht,NED,1,1501.04455566,2011-12-18,2012-01-22
None,Gil Vicente,POR,1,1500.37854004,2011-12-18,2012-01-08
None,Union Berlin,GER,2,1499.80419922,2011-12-17,2012-02-03
None,Lecce,ITA,1,1499.77636719,2011-12-22,2012-01-08
None,Kryliya Sovetov,RUS,1,1499.31408691,2011-12-16,2012-02-14
None,Cercle Brugge,BEL,1,1499.08508301,2011-12-27,2012-01-14
None,Amkar Perm,RUS,1,1497.32897949,2011-12-16,2012-02-14
None,Leicester,ENG,2,1496.76123047,2012-01-01,2012-01-02
None,Sampdoria,ITA,2,1496.62243652,2011-12-20,2012-01-06
None,Ried,AUT,1,1496.20605469,2011-12-18,2012-02-11
None,Angers,FRA,2,1496.03393555,2011-12-21,2012-01-13
None,Roda,NED,1,1495.45507812,2011-12-18,2012-01-20
None,Ajaccio,FRA,1,1495.1348877,2011-12-22,2012-01-14
None,Den Haag,NED,1,1494.5769043,2011-12-19,2012-01-20
None,Lens,FRA,2,1494.19616699,2011-12-21,2012-01-13
None,Feirense,POR,1,1492.90490723,2011-12-19,2012-01-08
None,Leiria,POR,1,1492.02368164,2011-12-19,2012-01-08
None,Setubal,POR,1,1491.80310059,2011-12-19,2012-01-06
None,Girona,ESP,2,1491.42260742,2011-12-18,2012-01-08
None,Leeds,ENG,2,1491.15795898,2012-01-01,2012-01-02
None,Duisburg,GER,2,1490.9029541,2011-12-19,2012-02-03
