Rank,Club,Country,Level,Elo,From,To
50,Rennes,FRA,1,1701.25878906,2021-12-27,2022-01-02
51,Celta,ESP,1,1693.83825684,2021-12-27,2022-01-02
52,Burnley,ENG,1,1686.56481934,2021-12-31,2022-01-02
53,Olympiakos,GRE,1,1686.44311523,2021-12-23,2022-01-02
54,Union Berlin,GER,1,1685.72595215,2021-12-27,2022-01-02
55,Gladbach,GER,1,1684.32275391,2021-12-27,2022-01-02
56,Marseille,FRA,1,1683.46875,2021-12-27,2022-01-05
57,Mainz,GER,1,1680.4720459,2021-12-27,2022-01-05
58,Granada,ESP,1,1675.60498047,2021-12-30,2022-01-02
59,Montpellier,FRA,1,1675.36962891,2021-12-30,2022-01-09
60,Brentford,ENG,1,1675.09301758,2021-12-30,2022-01-02
61,Alkmaar,NED,1,1674.52929688,2021-12-23,2022-01-08
62,Slavia Praha,CZE,1,1672.39453125,2021-12-23,2022-01-08
63,Zenit,RUS,1,1671.38061523,2021-12-23,2022-01-09
64,Young Boys,SUI,1,1671.3737793,2021-12-23,2022-01-09
65,Wolfsburg,GER,1,1669.04943848,2021-12-23,2022-01-09
66,Newcastle,ENG,1,1666.15429688,2021-12-28,2022-01-09
67,Espanyol,ESP,1,1665.81726074,2022-01-01,2022-01-09
68,Nice,FRA,1,1664.22949219,2022-01-01,2022-01-09
69,Shakhtar,UKR,1,1664.21203613,2022-01-01,2022-01-10
70,Rangers,SCO,1,1663.68640137,2022-01-01,2022-01-10
71,Osasuna,ESP,1,1662.86120605,2022-01-01,2022-01-03
72,Rayo Vallecano,ESP,1,1659.69665527,2022-01-01,2022-01-02
73,Sassuolo,ITA,1,1659.38562012,2022-01-01,2022-01-02
74,Crvena Zvezda,SRB,1,1659.23364258,2022-01-01,2022-01-02
75,Fiorentina,ITA,1,1654.02624512,2021-12-29,2022-01-03
76,Watford,ENG,1,1652.23925781,2021-12-29,2022-01-01
77,Fulham,ENG,2,1642.4387207,2021-12-21,2022-01-02
78,Braga,POR,1,1642.2869873,2021-12-31,2022-01-02
79,Strasbourg,FRA,1,1636.72705078,2021-12-31,2022-01-02
80,Koeln,GER,1,1635.92480469,2021-12-31,2022-01-02
81,Dinamo Zagreb,CRO,1,1634.06469727,2021-12-20,2022-01-02
82,Almeria,ESP,2,1633.84875488,2021-12-20,2022-01-02
83,Dynamo Kyiv,UKR,1,1633.68444824,2021-12-20,2022-01-21
84,Getafe,ESP,1,1631.39831543,2021-12-20,2022-01-02
85,Hertha,GER,1,1630.20788574,2021-12-19,2022-01-02
86,Stuttgart,GER,1,1627.0378418,2021-12-23,2022-01-02
87,Nantes,FRA,1,1621.97375488,2021-12-23,2022-01-02
88,Lens,FRA,1,1621.45324707,2021-12-23,2022-01-02
89,Mallorca,ESP,1,1620.57568359,2021-12-23,2022-01-02
90,Bournemouth,ENG,2,1619.43945312,2021-12-31,2022-01-02
91,Reims,FRA,1,1612.62573242,2021-12-28,2022-01-08
92,Eibar,ESP,2,1610.30822754,2022-01-01,2022-01-10
93,Bielefeld,GER,1,1607.84887695,2022-01-01,2022-01-08
94,Bologna,ITA,1,1606.64489746,2021-12-28,2022-01-08
95,Augsburg,GER,1,1605.68139648,2021-12-29,2022-01-06
96,Bodoe Glimt,NOR,1,1603.73388672,2021-12-29,2022-01-06
97,Sampdoria,ITA,1,1601.48388672,2021-12-29,2022-01-06
98,Verona,ITA,1,1599.70996094,2021-12-29,2022-01-06
99,Torino,ITA,1,1598.7713623,2021-12-29,2022-01-02
100,Norwich,ENG,1,1598.37902832,2021-12-29,2022-01-02
None,Alaves,ESP,1,1597.36218262,2021-12-22,2022-01-02
None,Udinese,ITA,1,1595.20129395,2021-12-19,2022-01-09
None,FC Kobenhavn,DEN,1,1595.00170898,2021-12-10,2022-01-29
None,Brugge,BEL,1,1593.89587402,2021-12-27,2022-01-15
None,Vitesse,NED,1,1593.43395996,2021-12-22,2022-01-15
None,West Brom,ENG,2,1592.47290039,2021-12-28,2022-01-02
None,Valladolid,ESP,2,1592.33166504,2021-12-20,2022-01-02
None,Brest,FRA,1,1589.39208984,2021-12-23,2022-01-09
None,Levante,ESP,1,1587.87585449,2021-12-21,2022-01-03
None,Bochum,GER,1,1586.00793457,2021-12-19,2022-01-09
None,Celtic,SCO,1,1585.34838867,2021-12-27,2022-01-17
None,Elche,ESP,1,1583.71716309,2021-12-19,2022-01-02
None,Trabzonspor,TUR,1,1583.38586426,2021-12-26,2022-01-07
None,Midtjylland,DEN,1,1581.88232422,2021-12-10,2022-02-17
None,Angers,FRA,1,1579.93127441,2021-12-23,2022-01-16
None,Utrecht,NED,1,1578.8034668,2021-12-23,2022-01-16
None,Empoli,ITA,1,1575.8338623,2021-12-23,2022-01-06
None,Cadiz,ESP,1,1575.80969238,2021-12-20,2022-01-03
None,Sheffield United,ENG,2,1573.37658691,2021-12-21,2022-01-15
None,Sparta Praha,CZE,1,1572.38232422,2021-12-19,2022-02-05
None,Darmstadt,GER,2,1572.10766602,2021-12-20,2022-01-15
None,Basel,SUI,1,1571.90600586,2021-12-20,2022-01-30
None,Blackburn,ENG,2,1571.45458984,2021-12-30,2022-01-02
None,Girona,ESP,2,1570.32263184,2021-12-18,2022-01-02
None,Partizan,SRB,1,1567.24572754,2021-12-19,2022-02-12
None,Werder,GER,2,1565.01818848,2021-12-20,2022-01-15
None,Leganes,ESP,2,1558.40649414,2021-12-19,2022-01-02
None,Tenerife,ESP,2,1556.91186523,2021-12-20,2022-01-02
None,Rapid Wien,AUT,1,1554.75048828,2021-12-13,2022-02-11
None,LASK,AUT,1,1554.73571777,2021-12-13,2022-02-13
None,Huesca,ESP,2,1554.36633301,2021-12-20,2022-01-02
None,Sturm Graz,AUT,1,1553.61657715,2021-12-13,2022-02-12
None,Bordeaux,FRA,1,1553.31738281,2021-12-23,2022-01-07
None,Anderlecht,BEL,1,1552.83679199,2021-12-28,2022-01-16
None,Hamburg,GER,2,1552.68225098,2021-12-19,2022-01-14
None,Gent,BEL,1,1551.11999512,2021-12-27,2022-01-14
None,Molde,NOR,1,1550.22265625,2021-12-13,2022-02-17
None,Malmoe,SWE,1,1548.70507812,2021-12-09,2022-04-03
None,Metz,FRA,1,1548.01452637,2021-12-23,2022-01-09
None,Dynamo Moskva,RUS,1,1546.95397949,2021-12-13,2022-02-17
None,Galatasaray,TUR,1,1545.86962891,2021-12-26,2022-01-08
None,Osijek,CRO,1,1545.20019531,2021-12-20,2022-01-29
None,Toulouse,FRA,2,1543.74108887,2021-12-22,2022-01-15
None,Clermont,FRA,1,1539.06005859,2021-12-13,2022-01-09
None,Genoa,ITA,1,1538.1574707,2021-12-22,2022-01-06
None,QPR,ENG,2,1536.40209961,2021-12-31,2022-01-02
None,Antwerp,BEL,1,1533.14904785,2021-12-20,2022-01-16
None,Sochi,RUS,1,1532.77856445,2021-12-14,2022-02-17
None,Schalke,GER,2,1531.37133789,2021-12-19,2022-01-16
None,Troyes,FRA,1,1531.31860352,2021-12-23,2022-01-16
None,Fenerbahce,TUR,1,1530.62695312,2021-12-27,2022-01-10
None,Viktoria Plzen,CZE,1,1528.76367188,2021-12-19,2022-02-06
None,Oviedo,ESP,2,1526.90649414,2022-01-01,2022-01-10
None,Saint-Etienne,FRA,1,1525.84594727,2021-12-23,2022-01-15
None,CSKA Moskva,RUS,1,1523.48596191,2021-12-12,2022-02-17
None,Lorient,FRA,1,1523.14660645,2021-12-23,2022-01-16
None,Spartak Moskva,RUS,1,1523.07348633,2021-12-14,2022-02-17
None,FC Krasnodar,RUS,1,1522.70056152,2021-12-13,2022-02-17
None,Maccabi Haifa,ISR,1,1521.21984863,2021-12-26,2022-01-03
None,Middlesbrough,ENG,2,1520.87646484,2021-12-30,2022-01-15
None,PAOK,GRE,1,1520.56677246,2021-12-20,2022-01-12
None,Brondby,DEN,1,1519.00842285,2021-12-10,2022-02-17
None,Ponferradina,ESP,2,1518.7635498,2022-01-01,2022-01-09
None,Lok Moskva,RUS,1,1518.60925293,2021-12-13,2022-02-17
None,Zuerich,SUI,1,1518.46691895,2021-12-19,2022-01-29
None,St Pauli,GER,2,1517.26367188,2021-12-18,2022-01-15
None,Twente,NED,1,1516.80651855,2021-12-23,2022-01-15
None,Zorya,UKR,1,1516.67150879,2021-12-13,2022-07-20
None,Spezia,ITA,1,1515.83654785,2021-12-23,2022-01-06
None,Cagliari,ITA,1,1514.16186523,2021-12-22,2022-01-06
None,Wolfsberg,AUT,1,1514.01989746,2021-12-12,2022-02-12
None,Lecce,ITA,2,1513.95666504,2021-12-12,2022-01-16
None,Genk,BEL,1,1512.30383301,2021-12-27,2022-01-16
None,Benevento,ITA,2,1512.02929688,2021-12-11,2022-01-13
None,Forest,ENG,2,1510.40722656,2021-12-31,2022-01-15
None,Paderborn,GER,2,1509.05615234,2021-12-19,2022-01-15
None,Stoke,ENG,2,1508.73596191,2021-12-31,2022-01-03
None,Millwall,ENG,2,1507.79272461,2021-12-30,2022-01-02
None,Swansea,ENG,2,1507.7668457,2021-12-12,2022-01-15
None,Rijeka,CRO,1,1506.87646484,2021-12-19,2022-01-30
None,CFR Cluj,ROM,1,1506.82885742,2021-12-20,2022-01-23
None,Las Palmas,ESP,2,1506.26477051,2021-12-19,2022-01-02
None,Ferencvaros,HUN,1,1503.39660645,2021-12-19,2022-01-27
None,Guimaraes,POR,1,1503.35632324,2021-12-30,2022-01-10
None,Paris FC,FRA,2,1501.66259766,2021-12-22,2022-01-17
None,Gijon,ESP,2,1501.21582031,2021-12-19,2022-01-02
None,Duesseldorf,GER,2,1497.10986328,2021-12-18,2022-01-15
None,M Tel Aviv,ISR,1,1496.16943359,2021-12-28,2022-01-03
None,Luton,ENG,2,1495.43969727,2021-12-12,2022-01-15
None,St Gillis,BEL,1,1495.2598877,2021-12-27,2022-01-18
None,Preston,ENG,2,1494.68249512,2021-12-12,2022-01-03
None,Fuerth,GER,1,1493.90808105,2021-12-19,2022-01-08
None,Heidenheim,GER,2,1492.9765625,2021-12-19,2022-01-16
None,Nuernberg,GER,2,1492.94042969,2021-12-19,2022-01-15
None,Venezia,ITA,1,1492.90527344,2021-12-23,2022-01-09
None,Gil Vicente,POR,1,1491.93798828,2021-12-29,2022-01-10
None,Huddersfield,ENG,2,1490.0324707,2021-12-31,2022-01-02
None,Sheriff Tiraspol,MOL,0,1489.96838379,2021-12-08,2022-02-17
None,Besiktas,TUR,1,1489.81945801,2021-12-28,2022-01-09
None,Bueyueksehir,TUR,1,1488.39709473,2021-12-26,2022-01-08
None,Groningen,NED,1,1486.33483887,2021-12-22,2022-01-16
None,Coventry,ENG,2,1486.25891113,2021-12-30,2022-01-15
None,Karabakh Agdam,AZE,0,1485.85314941,2021-12-10,2022-02-17
None,Auxerre,FRA,2,1485.37280273,2021-12-22,2022-01-08
None,Cartagena,ESP,2,1485.36657715,2021-12-20,2022-01-02
None,Konyaspor,TUR,1,1485.12182617,2021-12-28,2022-01-09
None,Zaragoza,ESP,2,1484.35620117,2021-12-20,2022-01-02
None,Monza,ITA,2,1483.51721191,2021-12-12,2022-01-13
None,Slovacko,CZE,1,1482.63598633,2021-12-19,2022-02-13
None,Austria Wien,AUT,1,1482.60986328,2021-12-13,2022-02-12
None,Brescia,ITA,2,1482.51477051,2021-12-20,2022-01-15
None,Holstein,GER,2,1482.30786133,2021-12-18,2022-01-16
None,Hajduk,CRO,1,1481.92919922,2021-12-20,2022-01-29
None,Reading,ENG,2,1480.86083984,2021-12-12,2022-01-03
None,AEK,GRE,1,1479.20227051,2021-12-21,2022-01-05
None,Heerenveen,NED,1,1478.69140625,2021-12-23,2022-01-15
None,Ajaccio,FRA,2,1478.28527832,2021-12-22,2022-01-19
None,Sivasspor,TUR,1,1477.20825195,2021-12-28,2022-01-09
None,Lugano,SUI,1,1476.60107422,2021-12-20,2022-01-29
None,Karlsruhe,GER,2,1476.01293945,2021-12-20,2022-01-15
None,Portimonense,POR,1,1475.62402344,2021-12-30,2022-01-09
None,Burgos,ESP,2,1475.57324219,2022-01-01,2022-01-08
None,Pisa,ITA,2,1473.94091797,2021-12-19,2022-01-15
None,Derby,ENG,2,1473.22875977,2021-12-31,2022-01-03
None,Cardiff,ENG,2,1472.71594238,2021-12-31,2022-01-02
None,AIK,SWE,1,1470.80200195,2021-12-09,2022-04-02
None,Malaga,ESP,2,1469.79199219,2021-12-19,2022-01-03
None,Lugo,ESP,2,1469.13647461,2021-12-12,2022-01-02
None,Razgrad,BUL,1,1468.87756348,2021-12-21,2022-02-13
None,Fuenlabrada,ESP,2,1468.82678223,2021-12-20,2022-01-02
None,Charleroi,BEL,1,1466.12939453,2021-12-28,2022-01-16
None,Nimes,FRA,2,1465.2722168,2021-12-22,2022-01-08
None,Apollon Lemesos,CYP,0,1465.19140625,2021-12-10,2022-07-19
None,Mechelen,BEL,1,1465.06713867,2021-12-28,2022-01-15
None,Moreirense,POR,1,1465.00671387,2021-12-29,2022-01-03
None,Rosenborg,NOR,1,1463.67370605,2021-12-13,2022-02-17
None,Cremonese,ITA,2,1463.48999023,2021-12-19,2022-01-15
None,Beer-Sheva,ISR,1,1463.29577637,2021-12-27,2022-01-02
None,Viking,NOR,1,1462.66662598,2021-12-13,2022-02-17
None,Cittadella,ITA,2,1461.80310059,2021-12-20,2022-01-23
None,Heracles,NED,1,1459.81298828,2021-12-23,2022-01-15
None,Lech,POL,1,1459.22387695,2021-12-20,2022-02-06
None,Frosinone,ITA,2,1457.06726074,2021-12-19,2022-01-15
None,Hammarby,SWE,1,1456.86193848,2021-12-09,2022-04-02
None,Le Havre,FRA,2,1455.84387207,2021-12-22,2022-01-08
None,Terek Grozny,RUS,1,1455.53796387,2021-12-13,2022-02-17
None,Steaua,ROM,1,1454.41149902,2021-12-20,2022-01-23
None,Hartberg,AUT,1,1454.32385254,2021-12-12,2022-02-13
None,Ibiza Eivissa,ESP,2,1453.44848633,2021-12-19,2022-01-02
None,Banik Ostrava,CZE,1,1452.4185791,2021-12-20,2022-02-06
None,Randers,DEN,1,1451.87744141,2021-12-10,2022-02-17
None,Mirandes,ESP,2,1451.38635254,2021-12-20,2022-01-02
None,Regensburg,GER,2,1451.02441406,2021-12-20,2022-01-16
None,Parma,ITA,2,1450.84350586,2021-12-20,2022-01-21
None,Boavista,POR,1,1450.77856445,2021-12-30,2022-01-08
None,Servette,SUI,1,1450.68334961,2021-12-19,2022-01-29
None,Rubin Kazan,RUS,1,1449.86303711,2021-12-12,2022-02-17
None,Aalborg,DEN,1,1448.51782227,2021-12-10,2022-02-17
None,Pacos Ferreira,POR,1,1447.61364746,2021-12-31,2022-01-09
None,Aarhus,DEN,1,1446.72729492,2021-12-10,2022-02-17
None,Famalicao,POR,1,1446.43127441,2021-12-18,2022-01-09
None,Djurgarden,SWE,1,1446.22460938,2021-12-09,2022-04-04
None,Sochaux,FRA,2,1445.48083496,2021-12-22,2022-01-08
None,Amorebieta,ESP,2,1445.30957031,2022-01-01,2022-01-07
None,Pogon,POL,1,1443.24401855,2021-12-19,2022-02-05
None,Panathinaikos,GRE,1,1442.48193359,2021-12-20,2022-01-05
None,CSKA Sofia,BUL,1,1442.16821289,2021-12-21,2022-02-13
None,Santa Clara,POR,1,1441.03479004,2021-12-31,2022-01-07
None,Hatayspor,TUR,1,1440.83703613,2021-12-26,2022-01-08
None,Elfsborg,SWE,1,1440.81799316,2021-12-09,2022-04-04
None,Sparta Rotterdam,NED,1,1440.36755371,2021-12-24,2022-01-16
None,Klagenfurt,AUT,1,1439.16552734,2021-12-13,2022-02-13
None,Dnipro,UKR,1,1436.70617676,2021-12-11,2022-07-20
None,Wattens,AUT,1,1436.359375,2021-12-12,2022-02-12
None,Blackpool,ENG,2,1436.19970703,2021-12-30,2022-01-01
None,Maritimo,POR,1,1436.0065918,2021-12-29,2022-01-09
None,Birmingham,ENG,2,1435.6484375,2021-12-19,2022-01-02
None,Rakow,POL,1,1435.5904541,2021-12-19,2022-02-06
None,Hull,ENG,2,1434.67236328,2021-12-19,2022-01-01
None,Estoril,POR,1,1433.44396973,2021-12-29,2022-01-08
None,Grasshoppers,SUI,1,1433.14611816,2021-12-20,2022-01-30
None,Hannover,GER,2,1431.42724609,2021-12-20,2022-01-14
None,Salernitana,ITA,1,1430.89916992,2021-12-18,2022-01-09
None,Sverdlovsk,RUS,1,1430.45739746,2021-12-12,2022-02-17
None,Rostov,RUS,1,1429.76196289,2021-12-12,2022-02-17
None,Gaziantep FK,TUR,1,1428.2421875,2021-12-27,2022-01-08
None,Kortrijk,BEL,1,1426.69934082,2021-12-18,2022-01-14
None,Dijon,FRA,2,1426.42675781,2021-12-22,2022-01-08
None,Barnsley,ENG,2,1426.18945312,2021-12-30,2022-01-22
None,Kryliya Sovetov,RUS,1,1424.35375977,2021-12-12,2022-02-17
None,Alanyaspor,TUR,1,1424.31311035,2021-12-27,2022-01-08
None,Cambuur,NED,1,1423.9786377,2021-12-23,2022-01-16
None,Fatih Karaguemruek,TUR,1,1421.57055664,2021-12-27,2022-01-08
None,Nijmegen,NED,1,1421.53564453,2021-12-23,2022-01-15
None,Amiens,FRA,2,1421.31652832,2021-12-22,2022-01-19
None,Guingamp,FRA,2,1420.89318848,2021-12-22,2022-01-08
None,Valerenga,NOR,1,1419.71728516,2021-12-13,2022-02-17
None,Sion,SUI,1,1419.04553223,2021-12-20,2022-01-30
None,Rodez,FRA,2,1418.90112305,2021-12-22,2022-01-08
None,HNK Gorica,CRO,1,1418.5859375,2021-12-19,2022-01-28
None,Bristol City,ENG,2,1414.17907715,2021-12-31,2022-01-02
None,Anorthosis,CYP,0,1413.58776855,2021-12-10,2022-07-01
None,Aris,GRE,1,1413.54638672,2021-12-21,2022-01-05
None,AEL Limassol,CYP,0,1413.04504395,2021-12-10,2022-07-01
None,Ried,AUT,1,1412.91271973,2021-12-12,2022-02-12
None,Belenenses,POR,1,1412.82385254,2021-12-20,2022-01-02
None,Willem II,NED,1,1411.9510498,2021-12-23,2022-01-14
None,FK Astana,KAZ,0,1411.64355469,2021-12-10,2022-07-06
None,StGallen,SUI,1,1409.60986328,2021-12-19,2022-01-30
None,Leuven,BEL,1,1408.1595459,2021-12-28,2022-01-15
None,Grenoble,FRA,2,1407.37414551,2021-12-22,2022-01-08
None,Sociedad B,ESP,2,1405.79821777,2022-01-01,2022-01-08
None,Omonia,CYP,0,1405.31713867,2021-12-10,2022-07-19
None,Rostock,GER,2,1402.74511719,2021-12-20,2022-01-14
None,Standard,BEL,1,1402.51538086,2021-12-27,2022-01-16
None,Dresden,GER,2,1401.23474121,2021-12-19,2022-01-14
None,Sittard,NED,1,1399.89172363,2021-12-23,2022-01-16
None,Alcorcon,ESP,2,1399.63232422,2021-12-20,2022-01-03
None,Vorskla,UKR,1,1398.58825684,2021-12-12,2022-07-20
None,Luzern,SUI,1,1398.11499023,2021-12-19,2022-01-30
None,Perugia,ITA,2,1397.36425781,2021-12-20,2022-01-16
None,Norrkoeping,SWE,1,1396.26989746,2021-12-09,2022-04-03
None,Adana Demirspor,TUR,1,1394.9942627,2021-12-27,2022-01-10
None,Ufa,RUS,1,1394.48339844,2021-12-13,2022-02-17
None,Lechia,POL,1,1394.29125977,2021-12-18,2022-02-05
None,Sandhausen,GER,2,1394.05737305,2021-12-18,2022-01-16
None,Ascoli,ITA,2,1393.07202148,2021-12-19,2022-01-14
None,Slovan Liberec,CZE,1,1392.93688965,2021-12-20,2022-02-15
None,Odense,DEN,1,1392.06640625,2021-12-10,2022-02-17
None,Cercle Brugge,BEL,1,1389.89770508,2021-12-27,2022-01-16
None,Peterboro,ENG,2,1389.54370117,2021-12-19,2022-01-15
None,Como,ITA,2,1389.0682373,2021-12-19,2022-01-15
None,Spal,ITA,2,1389.04125977,2021-12-19,2022-01-16
None,Zilina,SLK,0,1387.88928223,2021-12-10,2022-07-01
None,FC Khimki,RUS,1,1387.35327148,2021-12-13,2022-02-17
None,Zulte Waregem,BEL,1,1387.2713623,2021-12-27,2022-01-23
None,Slovan Bratislava,SLK,0,1386.35913086,2021-12-10,2022-07-06
None,Legia,POL,1,1385.69665527,2021-12-20,2022-02-04
None,Silkeborg,DEN,1,1385.48461914,2021-12-10,2022-02-17
None,Caen,FRA,2,1385.43554688,2021-12-22,2022-01-15
None,Lillestrom,NOR,1,1385.33557129,2021-12-13,2022-02-17
None,Nordsjaelland,DEN,1,1384.99743652,2021-12-10,2022-02-17
None,Waalwijk,NED,1,1384.7487793,2021-12-24,2022-01-15
None,Go Ahead Eagles,NED,1,1384.59753418,2021-12-24,2022-01-15
None,Pau,FRA,2,1384.05712891,2021-12-22,2022-01-08
None,Aue,GER,2,1383.97875977,2021-12-19,2022-01-15
None,Reggina,ITA,2,1383.42102051,2021-12-19,2022-01-15
None,Trnava,SLK,0,1383.13134766,2021-12-10,2022-07-06
None,Niort,FRA,2,1382.8828125,2021-12-22,2022-01-28
None,Jablonec,CZE,1,1381.76977539,2021-12-19,2022-02-05
None,Desna,UKR,1,1381.07128906,2021-12-11,2022-07-01
None,Vizela,POR,1,1380.79504395,2021-12-29,2022-01-02
None,Olexandriya,UKR,1,1380.79296875,2021-12-12,2022-07-20
None,Kayseri,TUR,1,1380.59851074,2021-12-28,2022-01-09
None,Kolos,UKR,1,1380.13623047,2021-12-13,2022-07-20
None,Tondela,POR,1,1379.62963867,2021-12-29,2022-01-03
None,St Truiden,BEL,1,1378.34387207,2021-12-28,2022-01-15
None,Zwolle,NED,1,1377.33068848,2021-12-22,2022-01-14
None,Mlada Boleslav,CZE,1,1377.27197266,2021-12-20,2022-02-06
None,Mjaellby,SWE,1,1376.36486816,2021-12-09,2022-04-04
None,Ternana,ITA,2,1376.2713623,2021-12-20,2022-01-14
None,Eupen,BEL,1,1375.77416992,2021-12-28,2022-01-16
None,Crotone,ITA,2,1375.30639648,2021-12-19,2022-01-22
None,Asteras Tripolis,GRE,1,1375.05273438,2021-12-20,2022-01-04
None,Dunajska,SLK,0,1374.15942383,2021-12-10,2022-07-06
None,Goeteborg,SWE,1,1372.83081055,2021-12-09,2022-04-03
None,Kristiansund,NOR,1,1372.71398926,2021-12-13,2022-02-17
None,Piast Gliwice,POL,1,1370.43701172,2021-12-19,2022-02-05
None,Tula,RUS,1,1369.89013672,2021-12-12,2022-02-17
None,Antalyaspor,TUR,1,1368.98364258,2021-12-26,2022-01-09
None,Admira,AUT,1,1368.11633301,2021-12-13,2022-02-13
None,Oostende,BEL,1,1368.1126709,2021-12-27,2022-01-21
None,Nizhny Novgorod,RUS,1,1366.66479492,2021-12-13,2022-02-17
None,Valenciennes,FRA,2,1364.92529297,2021-12-22,2022-01-08
None,Arouca,POR,1,1362.9979248,2021-12-31,2022-01-09
None,Haecken,SWE,1,1361.46520996,2021-12-09,2022-04-02
None,Hibernian,SCO,1,1360.46777344,2021-12-27,2022-01-17
None,Craiova,ROM,1,1359.07324219,2021-12-19,2022-01-22
None,US Quevilly,FRA,2,1358.61279297,2021-12-22,2022-01-08
None,Lausanne,SUI,1,1358.4666748,2021-12-20,2022-01-30
None,Cukaricki,SRB,1,1357.19018555,2021-12-16,2022-02-12
None,Bastia,FRA,2,1356.92590332,2021-12-22,2022-01-08
None,Videoton,HUN,1,1355.4017334,2021-12-19,2022-01-30
None,Radomiak,POL,1,1354.18066406,2021-12-20,2022-02-07
None,Altach,AUT,1,1353.08117676,2021-12-12,2022-02-12
None,Sarpsborg,NOR,1,1352.52770996,2021-12-13,2022-02-17
None,Sigma Olomouc,CZE,1,1351.8001709,2021-12-20,2022-02-05
None,Giresunspor,TUR,1,1350.94238281,2021-12-26,2022-01-08
None,Aberdeen,SCO,1,1350.09875488,2021-12-27,2022-01-18
None,Soligorsk,BLR,1,1349.37060547,2021-11-29,2022-03-19
None,Ingolstadt,GER,2,1348.1328125,2021-12-19,2022-01-16
None,Kasimpasa,TUR,1,1348.03723145,2021-12-26,2022-01-08
None,Gornik,POL,1,1346.28552246,2021-12-20,2022-02-05
None,Nancy,FRA,2,1346.13476562,2021-12-22,2022-01-15
None,Haugesund,NOR,1,1344.51000977,2021-12-13,2022-02-17
None,Goeztepe,TUR,1,1343.77893066,2021-12-27,2022-01-09
None,Kalmar,SWE,1,1342.3248291,2021-12-09,2022-04-03
None,Viborg,DEN,1,1342.08666992,2021-12-10,2022-02-17
None,Stromsgodset,NOR,1,1341.29211426,2021-12-13,2022-02-17
